ID,Protein_type,Buffer_type,Stabilizer_type,Surfactant_type,Salt_type,Excipient_type,Protein_conc,Temperature,Buffer_conc,Stabilizer_conc,Surfactant_conc,Salt_conc,Excipient_conc,Protein_class_type,kP,MW,PI_mean,PI_range,C_Class,HCI,Buffer_pH
1227,BSA,Histidine,Trehalose,Tween-20,None,Lysine,416.8717859093459,22.621818341562154,41.72495719725822,0.379042378754587,0.5986519073049444,0.0,286.09694653259174,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1228,BSA,Histidine,Trehalose,Tween-20,None,Lysine,15.90380204795161,31.030033689345494,155.65842759155848,0.7248779774179327,0.9790125954823374,0.0,177.44790024978553,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1229,BSA,Histidine,Trehalose,Tween-20,None,Lysine,346.575381641672,10.94803286479563,86.6498579774573,0.8556926563590375,0.6477445305202518,0.0,27.736110150193607,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1230,BSA,Histidine,Trehalose,Tween-20,None,Proline,26.660249330438635,24.867839991455345,44.10126589073922,0.6247840519066907,0.9634694370604308,0.0,233.51902319059832,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1231,BSA,Histidine,Trehalose,Tween-20,None,Proline,162.11474776635745,31.76351942129578,94.9174889227082,0.3848971043748148,0.08855132288650938,0.0,57.79449239289047,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1232,BSA,Histidine,Trehalose,Tween-20,None,Proline,463.1706789948641,12.425277770402424,180.0917979248052,0.4669716232454949,0.4216342677833177,0.0,175.7583840489869,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1233,BSA,Histidine,Trehalose,Tween-20,None,Proline,303.9980504838541,16.11379193254246,19.595437261417718,0.06618681581864742,0.6820571776203115,0.0,98.91886731549265,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1234,BSA,Histidine,Trehalose,Tween-20,None,Proline,218.68935138743075,33.76433083058849,125.71480184740011,0.8641430287792918,0.36369993135317147,0.0,262.370853714299,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1235,BSA,Histidine,Trehalose,Tween-20,None,None,115.71747237664098,20.18387554683783,188.24233141459302,0.35976675616911374,0.6212062387654064,0.0,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1236,BSA,Histidine,Trehalose,Tween-20,None,None,352.16995112734423,32.67296152589645,38.319889849518766,0.7725230584190927,0.03409936670255265,0.0,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1237,BSA,Histidine,Trehalose,Tween-20,None,None,291.58069677998316,35.67799694705512,117.26978629872414,0.003367536438383012,0.4117097722253019,0.0,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1238,BSA,Histidine,Trehalose,Tween-20,None,None,24.980614402059462,9.285784129609873,44.21469729644058,0.9271158355123928,0.820109150786654,0.0,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1239,BSA,Histidine,Trehalose,Tween-20,None,None,433.6495541758467,25.508566456898162,126.36164569145159,0.43946217453546377,0.30875817947055567,0.0,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1240,BSA,Histidine,Trehalose,Tween-80,NaCl,Arginine,160.72379671346232,19.52401086023236,186.3084836033997,0.7740576169406455,0.6870342405646589,178.9948072862527,292.40811411067347,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1241,BSA,Histidine,Trehalose,Tween-80,NaCl,Arginine,481.2632876616416,28.04052575826882,15.42700405638748,0.42238271964368235,0.4061832483769653,41.525975527084995,207.56748531952994,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1242,BSA,Histidine,Trehalose,Tween-80,NaCl,Arginine,227.2170433539576,10.496353491760939,69.93310448469178,0.22248472585305157,0.24898347128367365,23.129567747057383,11.954673436116646,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1243,BSA,Histidine,Trehalose,Tween-80,NaCl,Arginine,38.153988218622295,35.25946924930663,133.25737522353103,0.13588937984517593,0.17617014047060736,123.94777265422287,177.861270663283,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1244,BSA,Histidine,Trehalose,Tween-80,NaCl,Arginine,372.6170513217316,26.686413234398188,117.65993134007783,0.953647077967419,0.81204746208036,108.47185598665952,64.94879744523624,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1245,BSA,Histidine,Trehalose,Tween-80,NaCl,Lysine,180.69076472774975,24.113135973913067,130.5765933030267,0.19109471838956385,0.2906207490581766,157.7164931479723,47.41725883404769,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1246,BSA,Histidine,Trehalose,Tween-80,NaCl,Lysine,392.0572308004912,29.74825059844205,90.66647727948516,0.5522517146532838,0.6993172409405851,184.83191156363986,161.70823918147406,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1247,BSA,Histidine,Trehalose,Tween-80,NaCl,Lysine,97.82302958581114,19.047078822123026,26.853409993053827,0.28561137002368353,0.5272195626380249,104.52803458130575,228.8247376085817,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1248,BSA,Histidine,Trehalose,Tween-80,NaCl,Lysine,276.9950846944548,39.176918561924786,54.85986018892667,0.7291625785667883,0.8810607089344691,19.91255057432478,117.12649246596013,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1249,BSA,Histidine,Trehalose,Tween-80,NaCl,Lysine,420.0915274506909,13.178769777064293,179.80263498574638,0.8177588399533022,0.005747313135747145,65.34697324902545,260.3759785793839,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1250,BSA,Histidine,Trehalose,Tween-80,NaCl,Proline,226.80774813067148,16.25606740556354,131.1039705587653,0.8309040430880295,0.14923138117543266,109.71287467082492,257.0776244017062,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1251,BSA,Histidine,Trehalose,Tween-80,NaCl,Proline,38.80026989056541,39.03463114518282,73.66821548791754,0.28439250864329796,0.7399231028860566,58.24355810508855,69.83507999582397,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1252,BSA,Histidine,Trehalose,Tween-80,NaCl,Proline,466.6031867878626,22.842041666808786,113.56834247830328,0.12870477794431462,0.5856339005090441,137.63032613340087,152.59643042208748,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1253,BSA,Histidine,Trehalose,Tween-80,NaCl,Proline,131.61787153319418,27.846216629603067,178.5743803331764,0.691714710883151,0.22295965411165372,190.40755001916025,30.957740910365008,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1254,BSA,Histidine,Trehalose,Tween-80,NaCl,Proline,320.19078477221484,13.657185957360905,3.320536206817579,0.5994922296024188,0.9692353842155296,21.154086356237546,183.61862303911067,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1255,BSA,Histidine,Trehalose,Tween-80,NaCl,None,430.7742482726412,21.805036444181344,68.74122369041548,0.3527744187028056,0.015544790996848423,3.605292223147396,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1256,BSA,Histidine,Trehalose,Tween-80,NaCl,None,83.95508625740135,31.06174134661858,134.3016997190473,0.6940931271213214,0.21202539172522233,175.6297672166772,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1257,BSA,Histidine,Trehalose,Tween-80,NaCl,None,277.38232808960356,37.14944871808773,13.662968797224336,0.5089510819963123,0.8817438043001896,72.3218184135012,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1258,BSA,Histidine,Trehalose,Tween-80,NaCl,None,155.89724562901776,16.47175486401801,88.61161252662038,0.17148143453506842,0.6159158026927513,108.52209622020048,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1259,BSA,Histidine,Trehalose,Tween-80,NaCl,None,386.39502223892026,12.963933308406881,161.28558148689032,0.9510267665437897,0.5136403621274407,140.75032025229862,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1260,BSA,Histidine,Trehalose,Tween-80,None,Arginine,35.326353737264135,30.165629877047987,15.366247877020324,0.7349214104592953,0.9317656764918368,0.0,84.30950554159259,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1261,BSA,Histidine,Trehalose,Tween-80,None,Arginine,123.75118727797494,12.259821407326836,88.38125989244527,0.9696941591344315,0.0018461256904129142,0.0,195.793523503443,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1262,BSA,Histidine,Trehalose,Tween-80,None,Arginine,296.857165820097,18.165566685456717,73.94435297188166,0.028770902237071728,0.7488621419048835,0.0,33.931322418385705,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1263,BSA,Histidine,Trehalose,Tween-80,None,Arginine,455.383817884512,34.38368202743048,128.25973600467074,0.5304135585153553,0.28789299147904995,0.0,170.33929016932078,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1264,BSA,Histidine,Trehalose,Tween-80,None,Arginine,363.26213010544836,26.509601109416813,175.67337175338878,0.32048469213274755,0.4293941017557933,0.0,248.06299907329137,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1265,BSA,Histidine,Trehalose,Tween-80,None,Lysine,285.87165895903223,26.78814862306501,82.12899164619257,0.8191017895510528,0.15880187550983024,0.0,100.76516829472278,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1266,BSA,Histidine,Trehalose,Tween-80,None,Lysine,56.659136707456966,15.768798386553485,71.70898309194573,0.08145936859626009,0.3988126111993795,0.0,9.199741449289538,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1267,BSA,Histidine,Trehalose,Tween-80,None,Lysine,156.50878679021895,27.33528495187339,24.354682041321055,0.5476458040414351,0.5636487636651647,0.0,126.79123170358157,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1268,BSA,Histidine,Trehalose,Tween-80,None,Lysine,362.5660955284445,38.64319885349453,152.41926609979788,0.7332729901870186,0.7512718412555106,0.0,239.5316614562447,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1269,BSA,Histidine,Trehalose,Tween-80,None,Lysine,498.0128684045922,10.31109442190852,182.00030088141645,0.22887106331943055,0.8057267189978715,0.0,283.6436105630343,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1270,BSA,Histidine,Trehalose,Tween-80,None,Proline,133.55591187517084,24.018853416703102,29.82435437146167,0.7729398448255067,0.7151634842533687,0.0,37.42170961642174,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1271,BSA,Histidine,Trehalose,Tween-80,None,Proline,322.9238587793391,36.09002341140471,189.43186686020863,0.3021108693164236,0.5715414060801665,0.0,149.03490536601157,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1272,BSA,Histidine,Trehalose,Tween-80,None,Proline,429.4480494014984,13.59014077502333,138.52431284914547,0.9457922313559951,0.9667827778188265,0.0,76.47911669055942,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1273,BSA,Histidine,Trehalose,Tween-80,None,Proline,270.4455549020869,30.84817360856901,100.9280626486107,0.12978124307498864,0.262272417541432,0.0,257.3405742051471,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1274,BSA,Histidine,Trehalose,Tween-80,None,Proline,2.1326634411499845,17.423601743373883,49.13290602504784,0.5949644775933066,0.0822204462647819,0.0,183.82229482963285,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1275,BSA,Histidine,Trehalose,Tween-80,None,None,192.54498898064986,12.637422737930756,188.04901425462876,0.1391349961200887,0.5715042999397202,0.0,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1276,BSA,Histidine,Trehalose,Tween-80,None,None,97.09136204925997,15.064483394297861,140.20570651010203,0.21804416313540562,0.037459756016492055,0.0,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1277,BSA,Histidine,Trehalose,Tween-80,None,None,477.7713494983823,32.874393280129674,103.85278141790309,0.9809273851398903,0.8021104395635504,0.0,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1278,BSA,Histidine,Trehalose,Tween-80,None,None,397.9170951265659,24.501166293649167,26.59983303593422,0.5552411413850376,0.7806591698812555,0.0,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1279,BSA,Histidine,Trehalose,Tween-80,None,None,287.2417745302302,35.24866939537722,58.961886890397686,0.7369023260809417,0.30559653580171176,0.0,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1280,BSA,Histidine,Trehalose,None,NaCl,Arginine,148.2625648965215,29.605700433918987,62.463736948135114,0.2137753226593165,0.0,178.10990608461725,143.4543705254834,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1281,BSA,Histidine,Trehalose,None,NaCl,Arginine,494.2777255178443,12.389677906903904,135.3259335943492,0.7868376657451722,0.0,152.08796598182624,297.0443241473074,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1282,BSA,Histidine,Trehalose,None,NaCl,Arginine,338.85716725246675,37.62317378134734,98.90577950987391,0.9454637757288822,0.0,31.60399604954403,183.25944501666757,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1283,BSA,Histidine,Trehalose,None,NaCl,Arginine,281.795732605077,21.019181646811564,2.7684784493587498,0.19075224098135385,0.0,43.78226155257959,101.05397435127011,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1284,BSA,Histidine,Trehalose,None,NaCl,Arginine,64.90866855405321,20.259488001964822,186.57656856829254,0.4537098253182362,0.0,116.38521926801715,55.55646619165338,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1285,BSA,Histidine,Trehalose,None,NaCl,Lysine,128.80113476858833,18.35218692846034,198.88208789905735,0.25605807712897655,0.0,14.625675299261692,209.64146088767453,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1286,BSA,Histidine,Trehalose,None,NaCl,Lysine,494.02132687350326,32.470402282433994,40.87021816555382,0.19765879919094245,0.0,41.240255948258074,175.47776766962903,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1287,BSA,Histidine,Trehalose,None,NaCl,Lysine,341.38024380943483,11.64381439950286,127.30347819365988,0.9283027633199536,0.0,175.05075648458123,111.76940030880567,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1288,BSA,Histidine,Trehalose,None,NaCl,Lysine,253.928347527064,34.1902849119367,12.43087601146919,0.6149946650167388,0.0,128.18041151765996,15.00974167250545,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1289,BSA,Histidine,Trehalose,None,NaCl,Lysine,37.62548733014914,26.367420099234394,117.40583009305769,0.4048426107023781,0.0,104.28488674655685,277.87162148691317,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1290,BSA,Histidine,Trehalose,None,NaCl,Proline,132.96299113312466,23.616466620932947,105.28446866804092,0.5496429782398965,0.0,89.86878200752085,250.12556954933788,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1291,BSA,Histidine,Trehalose,None,NaCl,Proline,352.218597733655,16.351864525470667,139.68716965446598,0.2887822374832267,0.0,188.0188083063537,152.5850148973754,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1292,BSA,Histidine,Trehalose,None,NaCl,Proline,409.3837119666361,27.669385190027988,26.50628770616004,0.9166388509537425,0.0,19.281336266136385,233.75323029550248,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1293,BSA,Histidine,Trehalose,None,NaCl,Proline,99.4553419818904,37.35774184657849,168.31960499121865,0.07134218717232603,0.0,124.86849663712303,113.95425594464025,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1294,BSA,Histidine,Trehalose,None,NaCl,Proline,250.3651691873988,12.32387287469763,65.81329629197684,0.6152676063778785,0.0,44.375802541625326,6.420314871658606,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1295,BSA,Histidine,Trehalose,None,NaCl,None,259.92593385192345,13.118170311823333,26.964430839957814,0.8146253655963044,0.0,84.62458187085069,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1296,BSA,Histidine,Trehalose,None,NaCl,None,326.68623897500777,32.96988594156927,78.95631734711151,0.3971947797138798,0.0,56.716893356777746,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1297,BSA,Histidine,Trehalose,None,NaCl,None,470.24192903294255,17.385321420088623,160.70058412362445,0.0676399160187939,0.0,9.68091916834954,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1298,BSA,Histidine,Trehalose,None,NaCl,None,82.03185823194228,21.082383167847592,103.1101572012001,0.7601885539142428,0.0,193.2446921575094,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1299,BSA,Histidine,Trehalose,None,NaCl,None,158.1214518721458,39.1698240277403,138.82037964210213,0.46379538715816526,0.0,129.3079606806242,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1300,BSA,Histidine,Trehalose,None,None,Arginine,224.0253706509024,22.681890851460203,80.66886202837193,0.6887188713243557,0.0,0.0,168.5177808564266,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1301,BSA,Histidine,Trehalose,None,None,Arginine,175.39740806896296,29.084934578143045,132.02467385518736,0.828956938898467,0.0,0.0,0.6312350998087113,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1302,BSA,Histidine,Trehalose,None,None,Arginine,88.83446372265983,14.639234004246731,28.426779534349617,0.5730036520101378,0.0,0.0,272.3846981523799,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1303,BSA,Histidine,Trehalose,None,None,Arginine,468.5097216205453,38.231912570938604,54.943847280544404,0.016107647985249284,0.0,0.0,198.3702549968433,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1304,BSA,Histidine,Trehalose,None,None,Arginine,354.40446703614174,10.237916925139553,185.28541775093692,0.35495072257452037,0.0,0.0,84.48288503459581,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1305,BSA,Histidine,Trehalose,None,None,Lysine,78.5567580859347,18.132340346466247,128.05372945224502,0.9452153448353651,0.0,0.0,131.05322812057804,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1306,BSA,Histidine,Trehalose,None,None,Lysine,289.23669359649114,24.40702429168254,166.61447778146018,0.36026704798200937,0.0,0.0,101.84054294296763,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1307,BSA,Histidine,Trehalose,None,None,Lysine,465.6845732820646,13.04404381856915,4.150199438189612,0.08857749619157981,0.0,0.0,249.257830214749,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1308,BSA,Histidine,Trehalose,None,None,Lysine,346.5488516895759,38.40986442135792,109.88313160392009,0.41069264343132694,0.0,0.0,227.43267438314874,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1309,BSA,Histidine,Trehalose,None,None,Lysine,199.0240916314136,29.59401890925942,67.09865720068993,0.707410901323263,0.0,0.0,52.09670288131371,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1310,BSA,Histidine,Trehalose,None,None,Proline,443.80104216359626,15.047309532990726,144.94949997538362,0.07470306497345666,0.0,0.0,107.29054451332166,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1311,BSA,Histidine,Trehalose,None,None,Proline,220.9102885665518,38.99904807309094,120.13507824182183,0.9320479737441059,0.0,0.0,177.7990550998241,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1312,BSA,Histidine,Trehalose,None,None,Proline,173.27121490654216,14.358092170342072,186.31731232737963,0.38914551540962766,0.0,0.0,271.9988681044512,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1313,BSA,Histidine,Trehalose,None,None,Proline,60.50725211973782,32.14737287464686,13.943702596910859,0.7519542142932849,0.0,0.0,19.408433082087985,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1314,BSA,Histidine,Trehalose,None,None,Proline,387.6091924520383,27.127530869694386,46.82650195447086,0.4651096017909791,0.0,0.0,212.5688880732039,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1315,BSA,Histidine,Trehalose,None,None,None,328.47731915959537,35.572845979417956,182.2813207345777,0.09016767127468858,0.0,0.0,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1316,BSA,Histidine,Trehalose,None,None,None,492.35798035392327,23.250780842151055,123.06972811611783,0.49662940226074015,0.0,0.0,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1317,BSA,Histidine,Trehalose,None,None,None,290.3890222996456,9.469714480760704,55.41506349357357,0.9402528130821114,0.0,0.0,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1318,BSA,Histidine,Trehalose,None,None,None,73.12431125599353,33.53517638858702,115.21371917389698,0.37071394398386887,0.0,0.0,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1319,BSA,Histidine,Trehalose,None,None,None,159.59480420561854,16.589626228725805,34.9065169399818,0.6632877709884261,0.0,0.0,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1320,BSA,Histidine,None,Tween-20,NaCl,Arginine,494.19093404861417,12.474610255524842,74.67692588209755,0.0,0.4280830329866744,81.2088561149926,129.06386754526295,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1321,BSA,Histidine,None,Tween-20,NaCl,Arginine,301.91984351167434,33.47500278460408,159.7249219639414,0.0,0.6865344274024203,150.88762974030163,243.32113919273883,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1322,BSA,Histidine,None,Tween-20,NaCl,Arginine,258.3789786007923,20.093801550613183,179.60048588948158,0.0,0.16584280891379552,186.0457924259745,218.5793585197231,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1323,BSA,Histidine,None,Tween-20,NaCl,Arginine,186.9085776272316,38.75312078056446,33.11721434227467,0.0,0.9771910116983749,0.6988585146757309,19.881840486618145,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1324,BSA,Histidine,None,Tween-20,NaCl,Arginine,84.34789757297341,26.461862600522352,90.13105320016503,0.0,0.36254540967583704,58.377179410331436,99.43645133430482,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1325,BSA,Histidine,None,Tween-20,NaCl,Lysine,136.70796703152672,35.68848935448192,54.44516365300177,0.0,0.41936360337845724,70.71014465472949,292.79800658591716,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1326,BSA,Histidine,None,Tween-20,NaCl,Lysine,241.23244824277486,28.250565824164017,30.912479499615294,0.0,0.9957498853263385,16.251764603671496,125.58968444409113,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1327,BSA,Histidine,None,Tween-20,NaCl,Lysine,54.531747854032254,26.578737544423745,87.22112776828766,0.0,0.21170971204082586,97.6209448413178,19.25617539611952,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1328,BSA,Histidine,None,Tween-20,NaCl,Lysine,415.44536416186713,13.445026005957136,132.02198487476448,0.0,0.18538451191880836,131.79393063112116,81.17824393601197,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1329,BSA,Histidine,None,Tween-20,NaCl,Lysine,387.1013510772451,18.402654104912536,162.16962740357775,0.0,0.7050236134989477,190.8801918817478,202.92698891022812,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1330,BSA,Histidine,None,Tween-20,NaCl,Proline,331.3662455736991,10.888974966598244,46.79886557503708,0.0,0.2994361309236818,109.98141536027903,235.56833508671735,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1331,BSA,Histidine,None,Tween-20,NaCl,Proline,411.3611882865804,28.64874346649133,169.20720282213185,0.0,0.9100757823258274,168.9635933744783,275.986380210207,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1332,BSA,Histidine,None,Tween-20,NaCl,Proline,8.818027722896971,17.8955292072578,20.920477882516014,0.0,0.6355559072873963,154.8145409497355,73.5894669070454,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1333,BSA,Histidine,None,Tween-20,NaCl,Proline,118.66167421089631,35.43653280710359,142.5710668704295,0.0,0.5487586853208101,72.74122656826638,4.566890980107616,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1334,BSA,Histidine,None,Tween-20,NaCl,Proline,239.3034147806369,24.236746933061234,97.58599050360642,0.0,0.01929218044885055,26.623179952158694,139.43910214150748,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1335,BSA,Histidine,None,Tween-20,NaCl,None,376.6454262754179,39.60490927989497,160.83047577625928,0.0,0.2767825952332597,30.167860210155595,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1336,BSA,Histidine,None,Tween-20,NaCl,None,237.22136735622615,17.421401550951575,148.20322080555115,0.0,0.6015982808465491,191.74040584981574,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1337,BSA,Histidine,None,Tween-20,NaCl,None,469.7615379023025,28.950501606212015,83.06891878980196,0.0,0.4762498627251392,155.9184670276,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1338,BSA,Histidine,None,Tween-20,NaCl,None,48.29668208464379,10.78879642334588,32.661537888671845,0.0,0.13563015069451298,51.56210829460226,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1339,BSA,Histidine,None,Tween-20,NaCl,None,122.54576142663494,25.202582278801614,42.40420084010734,0.0,0.9120422263492316,81.01808270295645,0.0,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1340,BSA,Histidine,None,Tween-20,None,Arginine,148.1407125682162,21.074990378271767,93.68034873288175,0.0,0.06331395961602182,0.0,284.7670809919049,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1341,BSA,Histidine,None,Tween-20,None,Arginine,275.3917295724064,30.784723513615955,13.544538298703,0.0,0.9149225232635484,0.0,119.03909655564523,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1342,BSA,Histidine,None,Tween-20,None,Arginine,473.7415196073078,11.260217741825985,57.67358657013594,0.0,0.5378366947405728,0.0,207.33108949555358,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1343,BSA,Histidine,None,Tween-20,None,Arginine,62.876462148159284,33.974785163221206,157.1511144598321,0.0,0.3174124479656185,0.0,58.55178918443313,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1344,BSA,Histidine,None,Tween-20,None,Arginine,353.429012010583,16.85270138281992,194.8838144096494,0.0,0.737877987165012,0.0,132.46694076470993,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1345,BSA,Histidine,None,Tween-20,None,Lysine,284.9341557745683,10.793957256923953,134.66538752872788,0.0,0.6598837177246759,0.0,231.87773846838016,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1346,BSA,Histidine,None,Tween-20,None,Lysine,120.4879934418746,14.467455474126197,196.73395762212058,0.0,0.563154536670982,0.0,295.04250601395694,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1347,BSA,Histidine,None,Tween-20,None,Lysine,337.5961912550004,21.025814698210695,108.49351003420489,0.0,0.17784054017855727,0.0,101.21362211007265,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1348,BSA,Histidine,None,Tween-20,None,Lysine,431.92625051973454,33.24913582958097,4.415757658332085,0.0,0.2735278884916375,0.0,45.6523058325757,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1349,BSA,Histidine,None,Tween-20,None,Lysine,47.35518520668028,39.60624359495317,43.16767535489604,0.0,0.8408692602904597,0.0,144.11640539934604,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
1350,BSA,Histidine,None,Tween-20,None,Proline,45.064120087420264,31.28449871115312,18.422345457258952,0.0,0.3958704042587068,0.0,86.87869772439738,other,2.0,66.0,4.7,0.3,0.85,0.9,6.0
