ID,Protein_type,Protein_class,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000,
F186,none,none,NaN,none,none,0,35,PBS,7.4,10,NaCl,140,Sucrose,1,none,0,2.41,2.41,2.41,2.41,2.41,
F187,none,none,NaN,none,none,0,15,PBS,7.4,10,NaCl,140,Sucrose,0.75,none,0,3.03,3.03,3.03,3.03,3.03,
F188,none,none,NaN,none,none,0,20,PBS,7.4,10,NaCl,140,Sucrose,0.75,none,0,2.6,2.6,2.6,2.6,2.6,
F189,none,none,NaN,none,none,0,30,PBS,7.4,10,NaCl,140,Sucrose,0.75,none,0,1.93,1.93,1.93,1.93,1.93,
F190,none,none,NaN,none,none,0,35,PBS,7.4,10,NaCl,140,Sucrose,0.75,none,0,2.6,1.67,1.67,1.67,1.67,
F191,none,none,NaN,none,none,0,15,PBS,7.4,10,NaCl,140,Sucrose,0.5,none,0,2.22,2.22,2.22,2.22,2.22,
F192,none,none,NaN,none,none,0,20,PBS,7.4,10,NaCl,140,Sucrose,0.5,none,0,1.92,1.92,1.92,1.92,1.92,
F193,none,none,NaN,none,none,0,30,PBS,7.4,10,NaCl,140,Sucrose,0.5,none,0,1.42,1.42,1.42,1.42,1.42,
F194,none,none,NaN,none,none,0,35,PBS,7.4,10,NaCl,140,Sucrose,0.5,none,0,1.22,1.22,1.22,1.22,1.22,
F195,none,none,NaN,none,none,0,20,PBS,7.4,10,NaCl,140,Sucrose,1,tween-20,0.1,3.82,3.82,3.82,3.82,3.82,
F196,none,none,NaN,none,none,0,15,PBS,7.4,10,NaCl,140,Sucrose,1,tween-20,0.1,4.43,4.43,4.43,4.43,4.43,
F197,none,none,NaN,none,none,0,30,PBS,7.4,10,NaCl,140,Sucrose,1,tween-20,0.1,2.85,2.85,2.85,2.85,2.85,
F198,none,none,NaN,none,none,0,35,PBS,7.4,10,NaCl,140,Sucrose,1,tween-20,0.1,2.46,2.46,2.46,2.46,2.46,
F199,none,none,NaN,none,none,0,15,PBS,7.4,10,NaCl,140,Sucrose,0.75,tween-20,0.1,3.08,3.08,3.08,3.08,3.08,
F200,none,none,NaN,none,none,0,20,PBS,7.4,10,NaCl,140,Sucrose,0.75,tween-20,0.1,2.65,2.65,2.65,2.65,2.65,
F201,none,none,NaN,none,none,0,30,PBS,7.4,10,NaCl,140,Sucrose,0.75,tween-20,0.1,1.98,1.98,1.98,1.98,1.98,
F202,none,none,NaN,none,none,0,35,PBS,7.4,10,NaCl,140,Sucrose,0.75,tween-20,0.1,2.65,2.65,2.65,2.65,2.65,
F203,none,none,NaN,none,none,0,15,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-20,0.1,2.27,2.27,2.27,2.27,2.27,
F204,none,none,NaN,none,none,0,20,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-20,0.1,1.97,1.97,1.97,1.97,1.97,
F205,none,none,NaN,none,none,0,30,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-20,0.1,1.47,1.47,1.47,1.47,1.47,
F206,none,none,NaN,none,none,0,35,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-20,0.1,1.27,1.27,1.27,1.27,1.27,
F207,none,none,NaN,none,none,0,20,PBS,7.4,10,NaCl,140,Sucrose,1,tween-80,0.1,3.87,3.87,3.87,3.87,3.87,
F208,none,none,NaN,none,none,0,15,PBS,7.4,10,NaCl,140,Sucrose,1,tween-80,0.1,4.48,4.48,4.48,4.48,4.48,
F209,none,none,NaN,none,none,0,30,PBS,7.4,10,NaCl,140,Sucrose,1,tween-80,0.1,2.9,2.9,2.9,2.9,2.9,
F210,none,none,NaN,none,none,0,35,PBS,7.4,10,NaCl,140,Sucrose,1,tween-80,0.1,2.51,2.51,2.51,2.51,2.51,
F211,none,none,NaN,none,none,0,15,PBS,7.4,10,NaCl,140,Sucrose,0.75,tween-80,0.1,3.13,3.13,3.13,3.13,3.13,
F212,none,none,NaN,none,none,0,20,PBS,7.4,10,NaCl,140,Sucrose,0.75,tween-80,0.1,2.7,2.7,2.7,2.7,2.7,
F213,none,none,NaN,none,none,0,30,PBS,7.4,10,NaCl,140,Sucrose,0.75,tween-80,0.1,2.03,2.03,2.03,2.03,2.03,
F214,none,none,NaN,none,none,0,35,PBS,7.4,10,NaCl,140,Sucrose,0.75,tween-80,0.1,2.7,2.7,2.7,2.7,2.7,
F215,none,none,NaN,none,none,0,15,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-80,0.1,2.32,2.32,2.32,2.32,2.32,
F216,none,none,NaN,none,none,0,20,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-80,0.1,2.02,2.02,2.02,2.02,2.02,
F217,none,none,NaN,none,none,0,30,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-80,0.1,1.52,1.52,1.52,1.52,1.52,
F218,none,none,NaN,none,none,0,35,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-80,0.1,1.32,1.32,1.32,1.32,1.32,
F219,Pembrolizumab,mAb_IgG4,149,7.57,0.3,193,25,Acetate,5,20,none,0,none,0,none,0,16.6,12.1,11.3,8.22,4,
F220,Bevacizumab,mAb_IgG1,149,8.3,0.3,250,25,PBS,7.4,10,NaCl,140,none,0,none,0,17.4,17.4,15.8,9.5,3.82,
F221,Bevacizumab,mAb_IgG1,149,8.3,0.3,60,25,PBS,7.4,10,NaCl,140,Sucrose,0.1,none,0,3,3,3,3,1.2,
F222,Bevacizumab,mAb_IgG1,149,8.3,0.3,100,25,PBS,7.4,10,NaCl,140,none,0,tween-80,0.1,2.4,2.4,2.4,2,1.9,
F223,Bevacizumab,mAb_IgG1,149,8.3,0.3,100,25,PBS,7.4,10,NaCl,140,none,0,none,0,3.35,3.05,2.9,2.3,1.4,
F224,Bevacizumab,mAb_IgG1,149,8.3,0.3,80,25,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-80,0.05,5.8,2.2,2.7,2.27,2.08,
F225,Bevacizumab,mAb_IgG1,149,8.3,0.3,75,25,PBS,7.4,10,NaCl,140,Sucrose,0.25,tween-80,0.05,2.5,2.5,2.1,2,1.8,
F226,Pembrolizumab,mAb_IgG4,149,7.57,0.3,50,25,Acetate,5,20,none,0,Sucrose,0.1,tween-80,0.1,2.17,2.17,2.17,2,1.2,
F227,Pembrolizumab,mAb_IgG4,149,7.57,0.3,100,25,Acetate,5,20,none,0,none,0,none,0,2.9,2.8,2.5,2.2,1.43,
F228,Pembrolizumab,mAb_IgG4,149,7.57,0.3,80,25,Acetate,5,20,none,0,Sucrose,0.5,tween-80,0.1,3.5,3.5,3.5,3.2,2,
F229,Pembrolizumab,mAb_IgG4,149,7.57,0.3,100,25,Acetate,5,20,NaCl,140,none,0,none,0,6.8,3.6,3.05,2.25,1.1,
F230,Pembrolizumab,mAb_IgG4,149,7.57,0.3,60,25,Acetate,5,20,none,0,Sucrose,0.25,tween-80,0.05,2.45,2.35,2,1.9,1.4,
F231,Adalimumab,mAb_IgG1,148,8.7,0.3,267,25,PBS,7.4,10,NaCl,140,none,0,none,0,58,52,40,28,5.75,
F232,Adalimumab,mAb_IgG1,148,8.7,0.3,62,25,PBS,7.4,10,NaCl,140,Sucrose,0.25,none,0,1.5,1.5,1.5,1.4,1.14,
F233,Adalimumab,mAb_IgG1,148,8.7,0.3,100,25,PBS,7.4,10,NaCl,140,none,0,tween-80,0.1,7.2,4.3,4.05,3.9,2.14,
F234,Adalimumab,mAb_IgG1,148,8.7,0.3,80,25,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-80,0.05,6.1,5.3,5,4.4,1.6,
F235,Adalimumab,mAb_IgG1,148,8.7,0.3,75,25,PBS,7.4,10,NaCl,140,Sucrose,0.1,tween-80,0.05,4.4,2.3,1.6,1.3,1.3,
F236,Pembrolizumab,mAb_IgG4,149,7.57,0.3,80,25,PBS,7.4,10,NaCl,140,none,0,none,0,6,3.2,3,2.8,1.4,
F237,Pembrolizumab,mAb_IgG4,149,7.57,0.3,50,25,PBS,7.4,10,NaCl,140,none,0,tween-80,0.1,1.4,1.4,1.4,1.4,0.96,
F238,Pembrolizumab,mAb_IgG4,149,7.57,0.3,75,25,PBS,7.4,10,NaCl,140,Sucrose,0.1,tween-80,0.05,5.5,2.8,2.2,1.8,1.6,
F239,Pembrolizumab,mAb_IgG4,149,7.57,0.3,60,25,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-80,0.05,6,4.1,3.6,3.3,2,
F240,Pembrolizumab,mAb_IgG4,149,7.57,0.3,75,25,Histidine,6,15,none,0,none,0,none,0,6.3,2.7,2.4,2.4,1.3,
F241,Pembrolizumab,mAb_IgG4,149,7.57,0.3,75,25,Histidine,6,30,none,0,none,0,none,0,2.1,2.1,2.1,2.1,1.2,
F242,Pembrolizumab,mAb_IgG4,149,7.57,0.3,75,25,Histidine,6,15,NaCl,140,none,0,none,0,5,3.1,2.43,2.4,1.65,
F243,Pembrolizumab,mAb_IgG4,149,7.57,0.3,150,25,Histidine,6,15,none,0,none,0,none,0,7.2,7.2,7.2,5.5,2.4,
F244,Pembrolizumab,mAb_IgG4,149,7.57,0.3,100,25,Histidine,6,15,none,0,none,0,tween-80,0.05,6.8,3.2,2.8,2.5,1.7,
F245,Pembrolizumab,mAb_IgG4,149,7.57,0.3,50,25,Histidine,6,15,none,0,Sucrose,0.5,tween-80,0.05,2.5,2.4,2.1,1.7,1.2,
F246,BSA,other,66,4.7,0.3,392,25,Histidine,6,15,none,0,none,0,none,0,67,60,49,35,30,
F247,BSA,other,66,4.7,0.3,414,25,Acetate,5,20,none,0,none,0,none,0,141,81,63,48,33,
F248,BSA,other,66,4.7,0.3,431,25,PBS,7.4,10,NaCl,140,none,0,none,0,160,120,78,64,44,
F249,BSA,other,66,4.7,0.3,160,25,Histidine,6,15,none,0,none,0,none,0,4.2,3.9,3.55,3.4,2.38,
F250,BSA,other,66,4.7,0.3,174,25,PBS,7.4,10,NaCl,140,none,0,none,0,4.8,4.8,4,4.2,2.41,
F251,BSA,other,66,4.7,0.3,162,25,Acetate,5,20,none,0,none,0,none,0,5,5,4.7,4.5,2.5,
F252,BSA,other,66,4.7,0.3,182,25,Histidine,6,15,NaCl,140,none,0,none,0,4.7,4.7,4.7,4.5,2.8,
F253,BSA,other,66,4.7,0.3,172,25,Histidine,6,30,none,0,none,0,none,0,4.8,4.55,4.35,4,2.48,
F254,BSA,other,66,4.7,0.3,169,25,Acetate,5,20,NaCl,140,none,0,none,0,5.1,4.5,3.55,2.5,2.2,
F255,BSA,other,66,4.7,0.3,5,25,PBS,7.4,10,NaCl,140,none,0,none,0,1.05,1.05,1,1,0.9,
F256,BSA,other,66,4.7,0.3,10,25,PBS,7.4,10,NaCl,140,none,0,none,0,1.08,1.08,1.08,1,0.92,
F257,BSA,other,66,4.7,0.3,20,25,PBS,7.4,10,NaCl,140,none,0,none,0,1.15,1.15,1.15,1.1,0.98,
F258,BSA,other,66,4.7,0.3,25,25,PBS,7.4,10,NaCl,140,none,0,none,0,1.25,1.25,1.25,1.2,1.03,
F259,BSA,other,66,4.7,0.3,5,25,Acetate,5,20,none,0,none,0,none,0,1.05,1.05,1,1,0.9,
F260,BSA,other,66,4.7,0.3,10,25,Acetate,5,20,none,0,none,0,none,0,1.08,1.08,1.08,1,0.92,
F261,BSA,other,66,4.7,0.3,20,25,Acetate,5,20,none,0,none,0,none,0,1.25,1.25,1.25,1.2,1.02,
F262,BSA,other,66,4.7,0.3,25,25,Acetate,5,20,none,0,none,0,none,0,1.4,1.4,1.4,1.35,1.08,
F263,BSA,other,66,4.7,0.3,5,25,Histidine,6,15,none,0,none,0,none,0,1.05,1.05,1,1,0.9,
F264,BSA,other,66,4.7,0.3,10,25,Histidine,6,15,none,0,none,0,none,0,1.09,1.08,1.09,1.03,0.93,
F265,BSA,other,66,4.7,0.3,20,25,Histidine,6,15,none,0,none,0,none,0,1.15,1.15,1.15,1.1,0.98,
F266,BSA,other,66,4.7,0.3,20,25,Histidine,6,30,none,0,none,0,none,0,1.18,1.18,1.18,1.1,0.98,
F267,BSA,other,66,4.7,0.3,25,25,Histidine,6,15,none,0,none,0,none,0,1.3,1.3,1.25,1.25,1.2,
F268,BSA,other,66,4.7,0.3,25,25,Histidine,6,30,none,0,none,0,none,0,1.4,1.4,1.4,1.3,1.3,
F269,poly-hIgG,polyclonal,150,7.6,1,10,25,PBS,7.4,10,NaCl,140,none,0,none,0,1.13,1.12,1.13,1.1,1,
F270,poly-hIgG,polyclonal,150,7.6,1,20,25,PBS,7.4,10,NaCl,140,none,0,none,0,1.45,1.45,1.45,1.4,1.3,
F271,Ibalizumab,mAb_IgG4,150,8,0.3,304,25,Histidine,6,15,none,0,none,0,none,0,15.4,15.4,14.5,10,4.5,
F272,Ibalizumab,mAb_IgG4,150,8,0.3,300,25,Acetate,5,20,none,0,none,0,none,0,26.2,26.2,22.5,14.9,7.9,
F273,Ibalizumab,mAb_IgG4,150,8,0.3,290,25,PBS,7.4,10,NaCl,140,none,0,none,0,16.5,16.5,16.5,13,5.95,
F274,Ibalizumab,mAb_IgG4,150,8,0.3,187.5,25,Histidine,6,15,none,0,Sucrose,0.75,none,0,4.6,4.6,4,2.9,1.4,
F275,Ibalizumab,mAb_IgG4,150,8,0.3,270,25,Acetate,5,20,none,0,none,0,tween-80,0.1,16.4,13,11,7.7,4.5,
F276,Ibalizumab,mAb_IgG4,150,8,0.3,245,25,PBS,7.4,10,NaCl,140,Trehalose,0.155,none,0,13,9.5,8.22,6.77,5.7,
F277,Ibalizumab,mAb_IgG4,150,8,0.3,230,25,Histidine,6,15,none,0,Sucrose,0.5,none,0,6.7,6.5,6.5,6.3,4.1,
F278,Ibalizumab,mAb_IgG4,150,8,0.3,150,25,PBS,7.4,10,NaCl,140,Sucrose,0.75,none,0,9,8,8,7,5,
F279,Ibalizumab,mAb_IgG4,150,8,0.3,150,25,Acetate,5,20,none,0,none,0,tween-80,0.075,2.8,2.75,2.75,2.75,2.75,
F280,Ibalizumab,mAb_IgG4,150,8,0.3,150,25,Histidine,6,15,none,0,Trehalose,0.25,none,0,4,4,4,3.9,2.7,
F281,Ibalizumab,mAb_IgG4,150,8,0.3,100,25,Acetate,5,20,none,0,none,0,none,0,3.3,3.3,3.3,3,1.8,
F282,Ibalizumab,mAb_IgG4,150,8,0.3,70,25,Acetate,5,20,none,0,Sucrose,0.75,tween-80,0.5,4.2,3.7,3.7,3.7,2.7,
F283,Ibalizumab,mAb_IgG4,150,8,0.3,70,25,Acetate,5,20,none,0,Trehalose,0.5,none,0,3.9,3.4,3.4,3,2.9,
F284,Ibalizumab,mAb_IgG4,150,8,0.3,55,25,Acetate,5,20,none,0,none,0,tween-20,0.05,1.3,1.3,1.3,1.2,1,
F285,Ibalizumab,mAb_IgG4,150,8,0.3,55,25,Acetate,5,20,none,0,Trehalose,0.25,tween-80,0.025,1.85,1.85,1.85,1.7,1.2,
F286,Ibalizumab,mAb_IgG4,150,8,0.3,40,25,Acetate,5,20,NaCl,140,none,0,none,0,1.45,1.45,1.45,1.4,1.05,
F287,Ibalizumab,mAb_IgG4,150,8,0.3,40,25,Acetate,5,20,none,0,Trehalose,0.5,none,0,2,2,2,2,2,
F288,Ibalizumab,mAb_IgG4,150,8,0.3,25,25,Acetate,5,20,none,0,none,0,none,0,1,1,1,1,1,
F289,Ibalizumab,mAb_IgG4,150,8,0.3,10,25,Acetate,5,20,none,0,Sucrose,0.25,tween-80,0.025,1.1,1.1,1.1,1.1,1.1,
F290,Ibalizumab,mAb_IgG4,150,8,0.3,10,25,Acetate,5,20,none,0,Trehalose,0.25,none,0,1.3,1.3,1.3,1.3,1.3,
F291,Ibalizumab,mAb_IgG4,150,8,0.3,100,25,Histidine,6,15,none,0,Trehalose,0.25,tween-80,0.05,3.2,3.2,3.2,3.1,3,
F292,Ibalizumab,mAb_IgG4,150,8,0.3,75,25,Histidine,6,15,none,0,Sucrose,0.5,tween-80,0.025,2.7,2.3,1.9,1.9,1.8,
F293,Ibalizumab,mAb_IgG4,150,8,0.3,55,25,Histidine,6,15,none,0,Sucrose,0.5,none,0,2.4,2.1,1.7,1.5,1.5,
F294,Ibalizumab,mAb_IgG4,150,8,0.3,40,25,Histidine,6,15,none,0,none,0,none,0,1.4,1.4,1.4,1.3,1.25,
F295,Ibalizumab,mAb_IgG4,150,8,0.3,30,25,Histidine,6,15,none,0,none,0,tween-20,0.025,1.1,1.1,1.1,1.1,1.1,
F296,Ibalizumab,mAb_IgG4,150,8,0.3,25,25,Histidine,6,15,none,0,Sucrose,0.25,none,0,1.25,1.25,1.25,1.25,1.25,
F297,Ibalizumab,mAb_IgG4,150,8,0.3,25,25,Histidine,6,15,NaCl,140,none,0,none,0,1.3,1.3,1.3,1.3,1.1,
F298,Ibalizumab,mAb_IgG4,150,8,0.3,10,25,Histidine,6,15,none,0,none,0,none,0,0.86,0.86,0.86,0.86,0.86,
F299,Ibalizumab,mAb_IgG4,150,8,0.3,80,25,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-80,0.1,2.3,2.3,2.3,2.3,2.1,
F300,Ibalizumab,mAb_IgG4,150,8,0.3,55,25,PBS,7.4,10,NaCl,140,none,0,tween-80,0.025,1.8,1.8,1.8,1.7,1.21,
F301,Ibalizumab,mAb_IgG4,150,8,0.3,30,25,PBS,7.4,10,NaCl,140,none,0,tween-80,0.1,1.45,1.45,1.45,1.4,1.4,
F302,Ibalizumab,mAb_IgG4,150,8,0.3,30,25,PBS,7.4,10,NaCl,140,Trehalose,0.5,tween-80,0.1,2.58,2.58,2.58,2.4,1.55,
F303,Ibalizumab,mAb_IgG4,150,8,0.3,10,25,PBS,7.4,10,NaCl,140,none,0,none,0,1.05,1.05,1.05,1.01,0.9,
F304,Ibalizumab,mAb_IgG4,150,8,0.3,20,25,PBS,7.4,10,NaCl,140,none,0,tween-20,0.1,1.15,1.15,1.15,1.1,1,
F305,poly-hIgG,polyclonal,150,7.6,1,172,25,PBS,7.4,10,NaCl,140,none,0,none,0,8,6.1,6.1,5.8,2.4,
F306,poly-hIgG,polyclonal,150,7.6,1,150,25,PBS,7.4,10,NaCl,140,Sucrose,0.5,none,0,9.1,9.1,9.1,8,4.32,
F307,poly-hIgG,polyclonal,150,7.6,1,172,20,PBS,7.4,10,NaCl,140,none,0,none,0,8.8,8.8,8.8,8,3,
F308,poly-hIgG,polyclonal,150,7.6,1,150,20,PBS,7.4,10,NaCl,140,Sucrose,0.5,none,0,12,10,9.2,8.5,5.13,
