ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000
F157,poly-hIgG,polyclonal,3,150,7.6,1,175,27.5,Histidine,6,15,none,0,none,0,none,0,none,0,0.9,0.9,6.8,6.34,6.34,5.45,3.3
F158,poly-hIgG,polyclonal,3,150,7.6,1,157,27.5,Acetate,6,20,none,0,none,0,none,0,none,0,0.9,0.9,6.67,6.67,6.67,6.09,2.6
F159,poly-hIgG,polyclonal,3,150,7.6,1,163,27.5,Histidine,6,36,NaCl,32,none,0,none,0,none,0,0.9,0.9,9.19,7.35,7.35,6.37,2.5
F160,poly-hIgG,polyclonal,3,150,7.6,1,150,27.5,Acetate,6,20,NaCl,32,none,0,none,0,none,0,0.9,0.9,6.06,4.59,4.5,3.6,2.3
F161,poly-hIgG,polyclonal,3,150,7.6,1,175,27.5,Histidine,6,15,none,0,none,0,none,0,none,0,0.9,0.9,6.43,5.23,4.96,4.02,2
F162,poly-hIgG,polyclonal,3,150,7.6,1,175,27.5,Histidine,6,15,none,0,none,0,none,0,none,0,0.9,0.9,10.66,10.66,9.37,6.71,3.28
F163,Adalimumab,mAb_IgG1,3,148,8.7,0.3,143,27.5,Histidine,6,15,none,0,none,0,none,0,none,0,1,1,6.15,6.15,6.15,4.44,2.54
F164,Adalimumab,mAb_IgG1,3,148,8.7,0.3,139,27.5,Acetate,5,20,none,0,none,0,none,0,none,0,1,1,6.43,5.23,5.23,3.81,2.28
F165,Adalimumab,mAb_IgG1,3,148,8.7,0.3,100,27.5,Acetate,5,20,none,0,none,0,none,0,none,0,1,1,3.67,3.13,2.85,2.44,1.45
F166,Adalimumab,mAb_IgG1,3,148,8.7,0.3,35,27.5,Acetate,5,20,none,0,none,0,tween-80,0.1,none,0,1,1,1.47,1.47,1.47,1.47,1.47
F167,Adalimumab,mAb_IgG1,3,148,8.7,0.3,35,27.5,Acetate,5,20,none,0,Sucrose,0.5,none,0,none,0,1,1,1.97,1.97,1.97,1.76,1.2
F168,Adalimumab,mAb_IgG1,3,148,8.7,0.3,52,27.5,Acetate,5,20,none,0,Sucrose,0.25,tween-80,0.05,none,0,1,1,2.02,2.02,2.02,2.02,2
F169,Adalimumab,mAb_IgG1,3,148,8.7,0.3,100,27.5,Histidine,6,15,none,0,none,0,none,0,none,0,1,1,3.22,2.67,2.48,2.1,1.3
F170,Adalimumab,mAb_IgG1,3,148,8.7,0.3,52,27.5,Histidine,6,15,none,0,Sucrose,0.5,none,0,none,0,1,1,2.76,2.48,2.02,1.58,1.2
F171,Adalimumab,mAb_IgG1,3,148,8.7,0.3,52,27.5,Histidine,6,15,none,0,Sucrose,0.25,tween-80,0.05,none,0,1,1,2.76,2.39,1.7,1.58,1.15
F172,Adalimumab,mAb_IgG1,3,148,8.7,0.3,35,27.5,Histidine,6,15,none,0,Sucrose,0.5,tween-80,0.1,none,0,1,1,1.84,1.84,1.75,1.67,1.52
F173,Bevacizumab,mAb_IgG1,3,149,8.3,0.3,146,27.5,Acetate,5,20,none,0,none,0,none,0,none,0,1,1,3.22,3.22,3.22,2.64,1.75
F174,Bevacizumab,mAb_IgG1,3,149,8.3,0.3,136,27.5,Histidine,6,15,none,0,none,0,none,0,none,0,1,1,3.31,3.31,3.04,2.52,1.66
F175,Bevacizumab,mAb_IgG1,3,149,8.3,0.3,100,27.5,Histidine,6,15,none,0,none,0,none,0,none,0,1,1,3.04,2.76,2.35,2.24,1.4
F176,Bevacizumab,mAb_IgG1,3,149,8.3,0.3,50,27.5,Histidine,6,15,none,0,Sucrose,0.5,none,0,none,0,1,1,1.62,1.62,1.62,1.45,1.3
F177,Bevacizumab,mAb_IgG1,3,149,8.3,0.3,60,27.5,Histidine,6,15,none,0,Sucrose,0.25,tween-80,0.1,none,0,1,1,2.3,2.3,2.02,1.94,1.1
F178,Bevacizumab,mAb_IgG1,3,149,8.3,0.3,80,27.5,Histidine,6,15,none,0,none,0,tween-80,0.1,none,0,1,1,2.3,2.3,2.3,2.3,2.3
F179,Bevacizumab,mAb_IgG1,3,149,8.3,0.3,75,27.5,Acetate,5,20,none,0,none,0,none,0,none,0,1,1,1.38,1.38,1.38,1.23,1.12
F180,Bevacizumab,mAb_IgG1,3,149,8.3,0.3,50,27.5,Acetate,5,20,none,0,Sucrose,0.5,tween-80,0.05,none,0,1,1,2,2,2,2,2
F181,Bevacizumab,mAb_IgG1,3,149,8.3,0.3,75,27.5,Acetate,5,20,none,0,none,0,tween-80,0.05,none,0,1,1,1.75,1.66,1.66,1.66,1.6
F182,Bevacizumab,mAb_IgG1,3,149,8.3,0.3,100,27.5,Acetate,5,20,none,0,Sucrose,0.25,tween-80,0.1,none,0,1,1,2.58,2.39,2.07,1.76,1.2
F183,none,none,0,0,0,0,0,20,PBS,7.4,10,NaCl,140,Sucrose,1,none,0,none,0,0,0,3.77,3.77,3.77,3.77,3.77
F184,none,none,0,0,0,0,0,15,PBS,7.4,10,NaCl,140,Sucrose,1,none,0,none,0,0,0,4.38,4.38,4.38,4.38,4.38
F185,none,none,0,0,0,0,0,30,PBS,7.4,10,NaCl,140,Sucrose,1,none,0,none,0,0,0,2.8,2.8,2.8,2.8,2.8
F186,none,none,0,0,0,0,0,35,PBS,7.4,10,NaCl,140,Sucrose,1,none,0,none,0,0,0,2.41,2.41,2.41,2.41,2.41
F187,none,none,0,0,0,0,0,15,PBS,7.4,10,NaCl,140,Sucrose,0.75,none,0,none,0,0,0,3.03,3.03,3.03,3.03,3.03
F188,none,none,0,0,0,0,0,20,PBS,7.4,10,NaCl,140,Sucrose,0.75,none,0,none,0,0,0,2.6,2.6,2.6,2.6,2.6
F189,none,none,0,0,0,0,0,30,PBS,7.4,10,NaCl,140,Sucrose,0.75,none,0,none,0,0,0,1.93,1.93,1.93,1.93,1.93
F190,none,none,0,0,0,0,0,35,PBS,7.4,10,NaCl,140,Sucrose,0.75,none,0,none,0,0,0,2.6,1.67,1.67,1.67,1.67
F191,none,none,0,0,0,0,0,15,PBS,7.4,10,NaCl,140,Sucrose,0.5,none,0,none,0,0,0,2.22,2.22,2.22,2.22,2.22
F192,none,none,0,0,0,0,0,20,PBS,7.4,10,NaCl,140,Sucrose,0.5,none,0,none,0,0,0,1.92,1.92,1.92,1.92,1.92
F193,none,none,0,0,0,0,0,30,PBS,7.4,10,NaCl,140,Sucrose,0.5,none,0,none,0,0,0,1.42,1.42,1.42,1.42,1.42
F194,none,none,0,0,0,0,0,35,PBS,7.4,10,NaCl,140,Sucrose,0.5,none,0,none,0,0,0,1.22,1.22,1.22,1.22,1.22
F195,none,none,0,0,0,0,0,20,PBS,7.4,10,NaCl,140,Sucrose,1,tween-20,0.1,none,0,0,0,3.82,3.82,3.82,3.82,3.82
F196,none,none,0,0,0,0,0,15,PBS,7.4,10,NaCl,140,Sucrose,1,tween-20,0.1,none,0,0,0,4.43,4.43,4.43,4.43,4.43
F197,none,none,0,0,0,0,0,30,PBS,7.4,10,NaCl,140,Sucrose,1,tween-20,0.1,none,0,0,0,2.85,2.85,2.85,2.85,2.85
F198,none,none,0,0,0,0,0,35,PBS,7.4,10,NaCl,140,Sucrose,1,tween-20,0.1,none,0,0,0,2.46,2.46,2.46,2.46,2.46
F199,none,none,0,0,0,0,0,15,PBS,7.4,10,NaCl,140,Sucrose,0.75,tween-20,0.1,none,0,0,0,3.08,3.08,3.08,3.08,3.08
F200,none,none,0,0,0,0,0,20,PBS,7.4,10,NaCl,140,Sucrose,0.75,tween-20,0.1,none,0,0,0,2.65,2.65,2.65,2.65,2.65
F201,none,none,0,0,0,0,0,30,PBS,7.4,10,NaCl,140,Sucrose,0.75,tween-20,0.1,none,0,0,0,1.98,1.98,1.98,1.98,1.98
F202,none,none,0,0,0,0,0,35,PBS,7.4,10,NaCl,140,Sucrose,0.75,tween-20,0.1,none,0,0,0,2.65,2.65,2.65,2.65,2.65
F203,none,none,0,0,0,0,0,15,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-20,0.1,none,0,0,0,2.27,2.27,2.27,2.27,2.27
F204,none,none,0,0,0,0,0,20,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-20,0.1,none,0,0,0,1.97,1.97,1.97,1.97,1.97
F205,none,none,0,0,0,0,0,30,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-20,0.1,none,0,0,0,1.47,1.47,1.47,1.47,1.47
F206,none,none,0,0,0,0,0,35,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-20,0.1,none,0,0,0,1.27,1.27,1.27,1.27,1.27
F207,none,none,0,0,0,0,0,20,PBS,7.4,10,NaCl,140,Sucrose,1,tween-80,0.1,none,0,0,0,3.87,3.87,3.87,3.87,3.87
F208,none,none,0,0,0,0,0,15,PBS,7.4,10,NaCl,140,Sucrose,1,tween-80,0.1,none,0,0,0,4.48,4.48,4.48,4.48,4.48
F209,none,none,0,0,0,0,0,30,PBS,7.4,10,NaCl,140,Sucrose,1,tween-80,0.1,none,0,0,0,2.9,2.9,2.9,2.9,2.9
F210,none,none,0,0,0,0,0,35,PBS,7.4,10,NaCl,140,Sucrose,1,tween-80,0.1,none,0,0,0,2.51,2.51,2.51,2.51,2.51
F211,none,none,0,0,0,0,0,15,PBS,7.4,10,NaCl,140,Sucrose,0.75,tween-80,0.1,none,0,0,0,3.13,3.13,3.13,3.13,3.13
F212,none,none,0,0,0,0,0,20,PBS,7.4,10,NaCl,140,Sucrose,0.75,tween-80,0.1,none,0,0,0,2.7,2.7,2.7,2.7,2.7
F213,none,none,0,0,0,0,0,30,PBS,7.4,10,NaCl,140,Sucrose,0.75,tween-80,0.1,none,0,0,0,2.03,2.03,2.03,2.03,2.03
F214,none,none,0,0,0,0,0,35,PBS,7.4,10,NaCl,140,Sucrose,0.75,tween-80,0.1,none,0,0,0,2.7,2.7,2.7,2.7,2.7
F215,none,none,0,0,0,0,0,15,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-80,0.1,none,0,0,0,2.32,2.32,2.32,2.32,2.32
F216,none,none,0,0,0,0,0,20,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-80,0.1,none,0,0,0,2.02,2.02,2.02,2.02,2.02
F217,none,none,0,0,0,0,0,30,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-80,0.1,none,0,0,0,1.52,1.52,1.52,1.52,1.52
F218,none,none,0,0,0,0,0,35,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-80,0.1,none,0,0,0,1.32,1.32,1.32,1.32,1.32
F219,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,193,27.5,Acetate,5,20,none,0,none,0,none,0,none,0,1.3,1.1,15.25,11.11,10.38,6.9,4
F220,Bevacizumab,mAb_IgG1,3,149,8.3,0.3,250,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,1,1,15.99,15.99,14.51,7.97,3.82
F221,Bevacizumab,mAb_IgG1,3,149,8.3,0.3,60,27.5,PBS,7.4,10,NaCl,140,Sucrose,0.1,none,0,none,0,1,1,2.76,2.76,2.76,2.52,1.2
F222,Bevacizumab,mAb_IgG1,3,149,8.3,0.3,100,27.5,PBS,7.4,10,NaCl,140,none,0,tween-80,0.1,none,0,1,1,2.21,2.21,2.21,1.68,1.6
F223,Bevacizumab,mAb_IgG1,3,149,8.3,0.3,100,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,1,1,5,3.22,2.76,2.36,1.4
F224,Bevacizumab,mAb_IgG1,3,149,8.3,0.3,80,27.5,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-80,0.05,none,0,1,1,5.32,3.84,2.48,1.9,1.81
F225,Bevacizumab,mAb_IgG1,3,149,8.3,0.3,75,27.5,PBS,7.4,10,NaCl,140,Sucrose,0.25,tween-80,0.05,none,0,1,1,2.82,2.82,2.82,2.57,1.6
F226,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,50,27.5,Acetate,5,20,none,0,Sucrose,0.1,tween-80,0.1,none,0,1.3,1.1,1.99,1.99,1.99,1.68,1.2
F227,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,100,27.5,Acetate,5,20,none,0,none,0,none,0,none,0,1.3,1.1,3.16,3.16,2.3,2.1,1.43
F228,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,80,27.5,Acetate,5,20,none,0,Sucrose,0.5,tween-80,0.1,none,0,1.3,1.1,3.91,3.8,3.22,2.69,2
F229,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,100,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,1.3,1.1,7.59,4.14,2.99,2.31,1.3
F230,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,60,27.5,Acetate,5,20,none,0,Sucrose,0.25,tween-80,0.05,none,0,1.3,1.1,2.88,2.88,2.3,1.79,1.4
F231,Adalimumab,mAb_IgG1,3,148,8.7,0.3,267,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,1,1,56.35,55.2,41.4,26.25,5.75
F232,Adalimumab,mAb_IgG1,3,148,8.7,0.3,62,27.5,PBS,7.4,10,NaCl,140,Sucrose,0.25,none,0,none,0,1,1,1.61,1.61,1.61,1.37,1.12
F233,Adalimumab,mAb_IgG1,3,148,8.7,0.3,100,27.5,PBS,7.4,10,NaCl,140,none,0,tween-80,0.1,none,0,1,1,7.13,4.72,4.14,3.78,2.14
F234,Adalimumab,mAb_IgG1,3,148,8.7,0.3,80,27.5,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-80,0.05,none,0,1,1,6.44,5.75,4.83,4.31,1.6
F235,Adalimumab,mAb_IgG1,3,148,8.7,0.3,75,27.5,PBS,7.4,10,NaCl,140,Sucrose,0.1,tween-80,0.05,none,0,1,1,5.18,2.65,1.61,1.26,1.04
F236,BSA,other,2,66,4.7,0.3,392,27.5,Histidine,6,15,none,0,none,0,none,0,none,0,0.85,0.9,61.54,55.11,45.01,29.36,27.96
F237,BSA,other,2,66,4.7,0.3,414,27.5,Acetate,5,20,none,0,none,0,none,0,none,0,0.85,0.9,129.51,74.41,57.87,40.26,33
F238,BSA,other,2,66,4.7,0.3,431,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.85,0.9,146.97,110.23,71.65,53.68,44
F239,BSA,other,2,66,4.7,0.3,160,27.5,Histidine,6,15,none,0,none,0,none,0,none,0,0.85,0.9,3.85,3.59,3.27,2.86,2.38
F240,BSA,other,2,66,4.7,0.3,174,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.85,0.9,4.4,4.4,3.67,3.52,2.41
F241,BSA,other,2,66,4.7,0.3,162,27.5,Acetate,5,20,none,0,none,0,none,0,none,0,0.85,0.9,4.59,4.59,4.31,3.77,2.5
F242,BSA,other,2,66,4.7,0.3,182,27.5,Histidine,6,15,NaCl,140,none,0,none,0,none,0,0.85,0.9,4.31,4.31,4.31,3.77,2.8
F243,BSA,other,2,66,4.7,0.3,172,27.5,Histidine,6,30,none,0,none,0,none,0,none,0,0.85,0.9,4.4,4.17,3.99,3.35,2.48
F244,BSA,other,2,66,4.7,0.3,169,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.85,0.9,4.68,4.13,3.27,2.1,2
F245,BSA,other,2,66,4.7,0.3,5,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.85,0.9,1.008,1.008,0.96,0.96,0.8
F246,BSA,other,2,66,4.7,0.3,10,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.85,0.9,1.032,1.032,1.032,0.96,0.8
F247,BSA,other,2,66,4.7,0.3,20,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.85,0.9,1.104,1.104,1.104,1.056,0.88
F248,BSA,other,2,66,4.7,0.3,25,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.85,0.9,1.2,1.2,1.2,1.152,0.96
F249,BSA,other,2,66,4.7,0.3,5,27.5,Acetate,5,20,none,0,none,0,none,0,none,0,0.85,0.9,1.008,1.008,0.96,0.96,0.8
F250,BSA,other,2,66,4.7,0.3,10,27.5,Acetate,5,20,none,0,none,0,none,0,none,0,0.85,0.9,1.032,1.032,1.032,0.96,0.8
F251,BSA,other,2,66,4.7,0.3,20,27.5,Acetate,5,20,none,0,none,0,none,0,none,0,0.85,0.9,1.2,1.2,1.2,1.152,0.96
F252,BSA,other,2,66,4.7,0.3,25,27.5,Acetate,5,20,none,0,none,0,none,0,none,0,0.85,0.9,1.344,1.344,1.344,1.296,1.08
F253,BSA,other,2,66,4.7,0.3,5,27.5,Histidine,6,15,none,0,none,0,none,0,none,0,0.85,0.9,1.008,1.008,0.96,0.96,0.8
F254,BSA,other,2,66,4.7,0.3,10,27.5,Histidine,6,15,none,0,none,0,none,0,none,0,0.85,0.9,1.044,1.032,1.044,0.984,0.82
F255,BSA,other,2,66,4.7,0.3,20,27.5,Histidine,6,15,none,0,none,0,none,0,none,0,0.85,0.9,1.104,1.104,1.104,1.056,0.88
F256,BSA,other,2,66,4.7,0.3,20,27.5,Histidine,6,30,none,0,none,0,none,0,none,0,0.85,0.9,1.128,1.128,1.128,1.056,0.88
F257,BSA,other,2,66,4.7,0.3,25,27.5,Histidine,6,15,none,0,none,0,none,0,none,0,0.85,0.9,1.248,1.248,1.2,1.2,1
F258,BSA,other,2,66,4.7,0.3,25,27.5,Histidine,6,30,none,0,none,0,none,0,none,0,0.85,0.9,1.344,1.344,1.344,1.248,1.04
F259,poly-hIgG,polyclonal,3,150,7.6,1,10,25,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.9,0.9,1.08,1.068,1.08,1.056,0.88
F260,poly-hIgG,polyclonal,3,150,7.6,1,20,25,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.9,0.9,1.392,1.392,1.392,1.344,1.12
F261,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,304,27.5,Histidine,6,15,none,0,none,0,none,0,none,0,1.3,1.1,14.15,14.15,13.32,8.39,4.5
F262,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,300,27.5,Acetate,5,20,none,0,none,0,none,0,none,0,1.3,1.1,24.07,24.07,20.67,12.5,7.9
F263,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,290,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,1.3,1.1,15.16,15.16,15.16,10.9,5.95
F264,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,187.5,27.5,Histidine,6,15,none,0,Sucrose,0.75,none,0,none,0,1.3,1.1,4.22,4.22,3.67,2.44,1.4
F265,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,270,27.5,Acetate,5,20,none,0,none,0,tween-80,0.1,none,0,1.3,1.1,15.07,11.94,10.11,6.46,4.5
F266,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,245,27.5,PBS,7.4,10,NaCl,140,Trehalose,0.155,none,0,none,0,1.3,1.1,11.94,8.73,7.56,5.68,5.41
F267,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,230,27.5,Histidine,6,15,none,0,Sucrose,0.5,none,0,none,0,1.3,1.1,6.15,5.97,5.97,5.28,4.1
F268,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,150,27.5,PBS,7.4,10,NaCl,140,Sucrose,0.75,none,0,none,0,1.3,1.1,8.27,7.35,7.35,5.87,5
F269,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,150,27.5,Acetate,5,20,none,0,none,0,tween-80,0.075,none,0,1.3,1.1,2.58,2.53,2.53,2.31,2.2
F270,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,150,27.5,Histidine,6,15,none,0,Trehalose,0.25,none,0,none,0,1.3,1.1,3.67,3.67,3.67,3.28,2.7
F271,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,100,27.5,Acetate,5,20,none,0,none,0,none,0,none,0,1.3,1.1,3.04,3.04,3.04,2.52,1.8
F272,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,70,27.5,Acetate,5,20,none,0,Sucrose,0.75,tween-80,0.05,none,0,1.3,1.1,3.85,3.4,3.4,3.11,2.7
F273,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,70,27.5,Acetate,5,20,none,0,Trehalose,0.5,none,0,none,0,1.3,1.1,3.59,3.13,3.13,2.52,2.4
F274,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,55,27.5,Acetate,5,20,none,0,none,0,tween-20,0.05,none,0,1.3,1.1,1.2,1.2,1.2,1.01,0.96
F275,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,55,27.5,Acetate,5,20,none,0,Trehalose,0.25,tween-80,0.025,none,0,1.3,1.1,1.7,1.7,1.7,1.43,1.2
F276,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,40,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,1.3,1.1,1.33,1.33,1.33,1.18,1.05
F277,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,40,27.5,Acetate,5,20,none,0,Trehalose,0.5,none,0,none,0,1.3,1.1,1.84,1.84,1.84,1.68,1.6
F278,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,25,27.5,Acetate,5,20,none,0,none,0,none,0,none,0,1.3,1.1,0.92,0.92,0.92,0.84,0.8
F279,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,10,27.5,Acetate,5,20,none,0,Sucrose,0.25,tween-80,0.025,none,0,1.3,1.1,1.01,1.01,1.01,0.92,0.88
F280,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,10,27.5,Acetate,5,20,none,0,Trehalose,0.25,none,0,none,0,1.3,1.1,1.2,1.2,1.2,1.09,1.04
F281,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,100,27.5,Histidine,6,15,none,0,Trehalose,0.25,tween-80,0.05,none,0,1.3,1.1,2.94,2.94,2.94,2.6,2.48
F282,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,75,27.5,Histidine,6,15,none,0,Sucrose,0.5,tween-80,0.025,none,0,1.3,1.1,2.48,2.12,1.75,1.6,1.52
F283,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,55,27.5,Histidine,6,15,none,0,Sucrose,0.5,none,0,none,0,1.3,1.1,2.21,1.93,1.56,1.26,1.2
F284,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,40,27.5,Histidine,6,15,none,0,none,0,none,0,none,0,1.3,1.1,1.29,1.29,1.29,1.09,1.04
F285,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,30,27.5,Histidine,6,15,none,0,none,0,tween-20,0.025,none,0,1.3,1.1,1.01,1.01,1.01,0.92,0.88
F286,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,25,27.5,Histidine,6,15,none,0,Sucrose,0.25,none,0,none,0,1.3,1.1,1.15,1.15,1.15,1.15,1.15
F287,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,25,27.5,Histidine,6,15,NaCl,140,none,0,none,0,none,0,1.3,1.1,1.2,1.2,1.2,1.2,1.2
F288,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,10,27.5,Histidine,6,15,none,0,none,0,none,0,none,0,1.3,1.1,0.8,0.8,0.8,0.8,0.8
F289,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,80,27.5,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-80,0.1,none,0,1.3,1.1,2.12,2.12,2.12,2.12,2.12
F290,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,55,27.5,PBS,7.4,10,NaCl,140,none,0,tween-80,0.025,none,0,1.3,1.1,1.66,1.66,1.66,1.43,1.21
F291,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,30,27.5,PBS,7.4,10,NaCl,140,none,0,tween-80,0.1,none,0,1.3,1.1,1.33,1.33,1.33,1.18,1.12
F292,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,30,27.5,PBS,7.4,10,NaCl,140,Trehalose,0.5,tween-80,0.1,none,0,1.3,1.1,2.37,2.37,2.37,2.02,1.55
F293,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,10,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,1.3,1.1,0.97,0.97,0.97,0.93,0.97
F294,Ibalizumab,mAb_IgG4,3.5,150,8,0.3,20,27.5,PBS,7.4,10,NaCl,140,none,0,tween-20,0.1,none,0,1.3,1.1,1.06,1.06,1.06,1.01,0.88
F295,poly-hIgG,polyclonal,3,150,7.6,1,145,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.9,0.9,5.91,5.91,5.91,5.37,2.52
F296,poly-hIgG,polyclonal,3,150,7.6,1,145,17.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.9,0.9,8.27,6.7,6.7,6.12,4.7
F297,poly-hIgG,polyclonal,3,150,7.6,1,145,26.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.9,0.9,4.59,4.22,4.22,3.85,3
F298,poly-hIgG,polyclonal,3,150,7.6,1,151,17.5,PBS,7.4,10,NaCl,140,Sucrose,0.25,none,0,none,0,0.9,0.9,10.11,8.27,8.27,6.71,4.55
F299,poly-hIgG,polyclonal,3,150,7.6,1,151,27.5,PBS,7.4,10,NaCl,140,Sucrose,0.25,none,0,none,0,0.9,0.9,5.6,5.6,5.6,5.11,2.6
F300,poly-hIgG,polyclonal,3,150,7.6,1,151,36.5,PBS,7.4,10,NaCl,140,Sucrose,0.25,none,0,none,0,0.9,0.9,5.42,5.42,5.42,4.95,2.88
F301,poly-hIgG,polyclonal,3,150,7.6,1,157,17.5,PBS,7.4,10,NaCl,140,Sucrose,0.5,none,0,none,0,0.9,0.9,11.48,11.48,11.48,9.23,6
F302,poly-hIgG,polyclonal,3,150,7.6,1,157,27.5,PBS,7.4,10,NaCl,140,Sucrose,0.5,none,0,none,0,0.9,0.9,9.19,9.19,9.19,8.39,5.8
F303,poly-hIgG,polyclonal,3,150,7.6,1,157,36.5,PBS,7.4,10,NaCl,140,Sucrose,0.5,none,0,none,0,0.9,0.9,8.27,6.98,6.98,6.04,4.3
F304,Trastuzumab,mAb_IgG1,3,149,8.9,0.3,147,25,Acetate,5,20,none,0,none,0,none,0,none,0,1,1,7.29,5.99,3.55,3.22,1.06
F305,Trastuzumab,mAb_IgG1,3,149,8.9,0.3,157,25,Histidine,6,15,none,0,none,0,none,0,none,0,1,1,4.69,4.69,4.59,3.85,1.9
F306,Trastuzumab,mAb_IgG1,3,149,8.9,0.3,100,25,Histidine,6,15,none,0,Sucrose,0.3,tween-80,0.05,none,0,1,1,3.4,3.4,3.3,3.04,2.34
F307,Trastuzumab,mAb_IgG1,3,149,8.9,0.3,50,25,Histidine,6,15,none,0,none,0,tween-80,0.1,none,0,1,1,1.9,1.9,1.9,1.56,1.2
F308,Trastuzumab,mAb_IgG1,3,149,8.9,0.3,75,25,Histidine,6,15,none,0,Sucrose,0.5,none,0,none,0,1,1,1.95,1.95,1.95,1.79,0.8
F309,Trastuzumab,mAb_IgG1,3,149,8.9,0.3,90,25,Acetate,5,20,none,0,Sucrose,0.3,tween-80,0.1,none,0,1,1,3.99,3.4,3.1,3.13,1.85
F310,Trastuzumab,mAb_IgG1,3,149,8.9,0.3,70,25,Acetate,5,20,none,0,Sucrose,0.5,none,0,none,0,1,1,3.9,3.3,3.3,2.48,1.8
F311,Trastuzumab,mAb_IgG1,3,149,8.9,0.3,100,25,Acetate,5,20,none,0,none,0,tween-80,0.05,none,0,1,1,3.5,2.6,2,1.84,1.6
