ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000
F100_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,66.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,1.6409696510655678,1.6379884070034623,1.6336322529928604,1.6275026308310159,1.6071634417964624
F100_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,66.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,1.62799219613112,1.6279343858205058,1.6278516607813645,1.6277376159201253,1.627369930212458
F101,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,45.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,1.32,1.32,1.32,1.32,1.3
F101_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,45.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,1.2417095750595517,1.241446308270881,1.241026985800163,1.2403829434954563,1.2379388043279376
F101_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,45.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,1.4029281399741298,1.3995717479009369,1.3940995841113355,1.3854964287498979,1.351705921682835
F102,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,165.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,7.36,7.36,7.36,6.6,4.18
F102_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,165.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,7.811998000915689,7.811997987714258,7.81187337665688,6.9126310732863825,3.993232547239767
F102_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,165.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,8.068567854804893,8.068567853933711,8.068534910453415,7.135361177287244,4.349427126494
F103,BGG,polyclonal,3.0,150.0,6.6,1.0,95.85,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-20,0.1,none,0.0,0.9,0.9,4.36,4.36,4.04,3.47,2.8
F103_syn_1,BGG,polyclonal,3.0,150.0,6.6,1.0,95.85,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-20,0.1,none,0.0,0.9,0.9,4.40681317519867,4.346010684080764,4.113487469162427,3.591734118471506,2.9597603952229687
F103_syn_2,BGG,polyclonal,3.0,150.0,6.6,1.0,95.85,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-20,0.1,none,0.0,0.9,0.9,4.172384693996515,4.114839657357853,3.900739169002785,3.441172919926937,2.9096929379149943
F104,BGG,polyclonal,3.0,150.0,6.6,1.0,150.8,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-80,0.25,none,0.0,0.9,0.9,6.24,7.16,7.16,5.97,3.85
F104_syn_1,BGG,polyclonal,3.0,150.0,6.6,1.0,150.8,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-80,0.25,none,0.0,0.9,0.9,6.187564925291877,6.187564925248168,6.187557387499564,5.350512129082665,3.8368507866419947
F104_syn_2,BGG,polyclonal,3.0,150.0,6.6,1.0,150.8,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-80,0.25,none,0.0,0.9,0.9,6.907908134143174,6.9079081340654085,6.907900120510025,6.2778888864657105,4.250382546688002
F105,BGG,polyclonal,3.0,150.0,6.6,1.0,44.0,27.5,Histidine,6.0,100.0,NaCl,140,Sucrose,0.25,tween-20,0.15,none,0.0,0.9,0.9,2.02,2.02,2.02,2.02,2.0
F106,BGG,polyclonal,3.0,150.0,6.6,1.0,71.5,27.5,Histidine,6.0,100.0,NaCl,140,Sucrose,0.75,tween-80,0.2,none,0.0,0.9,0.9,5.23,5.23,5.23,4.6,4.18
F106_syn_1,BGG,polyclonal,3.0,150.0,6.6,1.0,71.5,27.5,Histidine,6.0,100.0,NaCl,140,Sucrose,0.75,tween-80,0.2,none,0.0,0.9,0.9,5.289673673536393,5.289673673517014,5.289668265500776,4.748755163416492,4.44657397557921
F106_syn_2,BGG,polyclonal,3.0,150.0,6.6,1.0,71.5,27.5,Histidine,6.0,100.0,NaCl,140,Sucrose,0.75,tween-80,0.2,none,0.0,0.9,0.9,4.859740562734787,4.859740562643757,4.859731969819151,4.564379712087025,4.395248924639525
F107,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,135.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-20,0.2,none,0.0,0.9,0.9,3.67,3.67,3.67,3.26,2.96
F107_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,135.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-20,0.2,none,0.0,0.9,0.9,3.9510798756590564,3.951079875600664,3.9510721196415126,3.501253611350162,3.152617039616947
F107_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,135.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-20,0.2,none,0.0,0.9,0.9,3.738221584639489,3.7382215839676425,3.738195174618146,3.258741302436636,2.847264487166579
F108,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,174.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-80,0.1,none,0.0,0.9,0.9,6.89,6.89,6.89,5.53,4.82
F108_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,174.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-80,0.1,none,0.0,0.9,0.9,6.915361350079406,6.9153613497699125,6.9153342757987355,5.832704760880872,4.9211121964636595
F108_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,174.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-80,0.1,none,0.0,0.9,0.9,6.966135768590416,6.966135768035604,6.966076308955146,5.265712482924591,4.646850696155495
F109,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,89.0,27.5,Histidine,6.0,100.0,NaCl,140,Sucrose,0.5,tween-20,0.05,none,0.0,0.9,0.9,3.94,4.22,4.31,4.0,3.64
F109_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,89.0,27.5,Histidine,6.0,100.0,NaCl,140,Sucrose,0.5,tween-20,0.05,none,0.0,0.9,0.9,4.613903181987815,4.613903181916859,4.613898802358934,4.406612519081093,3.724926163401762
F109_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,89.0,27.5,Histidine,6.0,100.0,NaCl,140,Sucrose,0.5,tween-20,0.05,none,0.0,0.9,0.9,4.111952550004328,4.111952549860901,4.111948382325708,4.0298821006876535,3.857321142399903
F110,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,63.0,27.5,Histidine,6.0,100.0,NaCl,140,Sucrose,1.0,tween-80,0.15,none,0.0,0.9,0.9,6.24,6.24,6.24,6.24,5.43
F111,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,202.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-20,0.02,none,0.0,0.9,0.9,12.58,12.31,12.31,8.53,5.04
F111_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,202.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-20,0.02,none,0.0,0.9,0.9,12.328322700656017,12.326728836825772,12.213659502933098,8.421239996476977,5.022124056998121
F111_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,202.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-20,0.02,none,0.0,0.9,0.9,13.478295691246629,13.47451935401552,13.295217333876046,9.123181717718545,5.1190046962651445
F112,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,202.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-80,0.02,none,0.0,0.9,0.9,11.66,10.29,10.29,7.82,6.33
F112_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,202.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-80,0.02,none,0.0,0.9,0.9,10.554731604962043,10.33906019720065,9.360945147263681,7.260602653718423,5.573956748952199
F112_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,202.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-80,0.02,none,0.0,0.9,0.9,10.9612302256811,10.739676278556903,9.756249948164784,7.636254913277736,5.856501155257119
F113,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,211.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,tween-20,0.02,none,0.0,0.9,0.9,13.69,12.77,11.29,7.91,6.0
F113_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,211.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,tween-20,0.02,none,0.0,0.9,0.9,13.642260449073245,13.229006148027619,11.194236691602542,7.616392051844245,5.819695353934519
F113_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,211.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,tween-20,0.02,none,0.0,0.9,0.9,15.019967233154233,14.429417249274849,12.146850931598554,8.471142968517608,6.202148617658831
F114,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,211.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,tween-80,0.02,none,0.0,0.9,0.9,12.67,12.67,12.67,7.72,6.0
F114_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,211.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,tween-80,0.02,none,0.0,0.9,0.9,12.221797484472843,12.221797481228965,12.221561873859612,7.911184281010612,6.45991096763996
F114_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,211.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,tween-80,0.02,none,0.0,0.9,0.9,12.79763228859651,12.797632271827979,12.797000700495829,7.3999041065591715,5.816003792886659
F115,BSA,other,2.0,66.0,4.7,0.3,98.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,1.43,1.43,1.43,1.43,1.4
F116,BSA,other,2.0,66.0,4.7,0.3,127.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,2.76,2.3,2.3,2.21,1.92
F116_syn_1,BSA,other,2.0,66.0,4.7,0.3,127.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,2.6819514676945757,2.3922271997590445,2.186275141904674,2.0441646484287856,1.8752992308234888
F116_syn_2,BSA,other,2.0,66.0,4.7,0.3,127.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,2.656040966452471,2.365988526441978,2.162495617924351,2.0239049435836076,1.862232153843445
F117,BSA,other,2.0,66.0,4.7,0.3,194.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,3.83,3.83,3.83,3.5,2.5
F117_syn_1,BSA,other,2.0,66.0,4.7,0.3,194.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,3.6083178245922554,3.6083178242529756,3.608303222168431,3.162109286796472,2.069759811492971
F117_syn_2,BSA,other,2.0,66.0,4.7,0.3,194.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,4.0494718623074135,4.049471862200066,4.0494627953842155,3.52158954022507,2.3504489925228627
F118,BSA,other,2.0,66.0,4.7,0.3,266.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,12.35,7.99,7.99,6.29,5.5
F118_syn_1,BSA,other,2.0,66.0,4.7,0.3,266.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,12.274248792537641,8.70557513715556,7.054309227631911,6.3034142932257025,5.796055196541586
F118_syn_2,BSA,other,2.0,66.0,4.7,0.3,266.0,27.5,Histidine,6.0,100.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,11.458003320242884,8.241872835331481,6.7078480539175285,5.989568285821655,5.485213596661987
F119,BSA,other,2.0,66.0,4.7,0.3,72.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,1.75,1.68,1.61,1.5,1.36
F119_syn_1,BSA,other,2.0,66.0,4.7,0.3,72.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,1.819605978206744,1.745654444718717,1.6332948653075565,1.504424150873033,1.3197122211204115
F119_syn_2,BSA,other,2.0,66.0,4.7,0.3,72.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,1.7330630931857582,1.6895657111345366,1.6232428154189078,1.5474558536499137,1.4406662662768528
F120,BSA,other,2.0,66.0,4.7,0.3,131.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,3.4,2.76,2.3,2.02,1.7
F120_syn_1,BSA,other,2.0,66.0,4.7,0.3,131.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,3.255446693261338,2.6402262999783916,2.2372431515768527,1.9893188276524227,1.7472196693212418
F120_syn_2,BSA,other,2.0,66.0,4.7,0.3,131.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,3.508730807441039,2.8325615917822087,2.3588605064647745,2.0461648487735316,1.7090475984296136
F121,BSA,other,2.0,66.0,4.7,0.3,183.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,3.76,3.55,3.22,2.76,2.0
F121_syn_1,BSA,other,2.0,66.0,4.7,0.3,183.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,3.603753649306913,3.421167413883564,3.100213549274078,2.6684474747947435,1.9412927981604624
F121_syn_2,BSA,other,2.0,66.0,4.7,0.3,183.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,3.6549221577332305,3.4549555081449097,3.117173409048738,2.6752808532105066,1.9284897317753846
F122,BSA,other,2.0,66.0,4.7,0.3,265.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,6.89,6.89,6.7,5.71,4.4
F122_syn_1,BSA,other,2.0,66.0,4.7,0.3,265.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,7.419028004306497,7.403269652826415,7.230046739617042,6.135799261767614,4.691582814230526
F122_syn_2,BSA,other,2.0,66.0,4.7,0.3,265.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,6.742927188465897,6.712839878548671,6.487784802728498,5.501965315151612,4.175216055927411
F123,BSA,other,2.0,66.0,4.7,0.3,193.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,5.32,5.32,5.32,4.61,3.35
F123_syn_1,BSA,other,2.0,66.0,4.7,0.3,193.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,5.892099311472716,5.892099311228666,5.892081031012756,5.011658898828492,3.4259702040091593
F123_syn_2,BSA,other,2.0,66.0,4.7,0.3,193.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,5.465422682949697,5.465422682559421,5.4653990025594865,4.579953871322188,3.157938215028285
F124,BSA,other,2.0,66.0,4.7,0.3,66.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,1.47,1.47,1.47,1.47,1.47
F124_syn_1,BSA,other,2.0,66.0,4.7,0.3,66.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,1.3331169372920029,1.3298813861407408,1.3268304436384808,1.324978742144611,1.3237744991347953
F124_syn_2,BSA,other,2.0,66.0,4.7,0.3,66.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,1.4118601408700944,1.407913335776776,1.4042405399316424,1.4022334063428055,1.4011456035704415
F125,BSA,other,2.0,66.0,4.7,0.3,110.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,2.25,2.25,2.25,2.11,1.25
F125_syn_1,BSA,other,2.0,66.0,4.7,0.3,110.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,2.4325116154380835,2.4325116097661827,2.43247894353375,2.2699963456164896,1.2408277605966154
F125_syn_2,BSA,other,2.0,66.0,4.7,0.3,110.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,2.2711736259223976,2.271173620172397,2.271139047514032,2.0977587494480634,1.226243928183162
F126,BSA,other,2.0,66.0,4.7,0.3,132.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.85,0.9,2.76,2.76,2.76,2.76,2.4
F127,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,213.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,13.5,12.48,11.02,6.54,4.35
F127_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,213.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,13.034366729049385,12.77470027354508,10.983740076902352,6.536782444472613,4.175187797899014
F127_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,213.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,13.1449058435161,12.839677563030046,11.007763830702505,6.868623328220213,4.543474029080724
F128,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,63.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,1.84,1.84,1.84,1.84,1.8
F129,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,101.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,2.44,2.44,2.44,2.35,2.2
F129_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,101.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,2.3442735309570106,2.3442735309545646,2.3442734264070704,2.3411975898399433,2.3344064783711356
F129_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,101.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,2.47598976286727,2.4759897628371217,2.4759869695388215,2.3214687621739714,2.092518401925274
F130,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,167.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,4.59,4.59,4.59,3.51,2.77
F130_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,167.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,4.7117551945390845,4.711755189902405,4.711626946191653,3.4597865779004433,2.777009314679858
F130_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,167.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,4.424762923408986,4.424762923051134,4.424738423467757,3.65201108907044,2.99191887349676
F131,BGG,polyclonal,3.0,150.0,6.6,1.0,203.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,18.37,15.62,15.16,10.06,4.58
F131_syn_1,BGG,polyclonal,3.0,150.0,6.6,1.0,203.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,17.918557121511405,16.940680974173834,14.457421865417565,10.265037053423457,4.28898062965248
F131_syn_2,BGG,polyclonal,3.0,150.0,6.6,1.0,203.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,18.74346692419907,17.842064950080598,15.287833804462327,10.613723572263229,4.127240056337892
F132,BGG,polyclonal,3.0,150.0,6.6,1.0,79.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,1.75,1.71,1.66,1.66,1.44
F132_syn_1,BGG,polyclonal,3.0,150.0,6.6,1.0,79.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,1.8234878942755444,1.8065260070476645,1.7764793997875552,1.7255009898472018,1.5084034881935509
F132_syn_2,BGG,polyclonal,3.0,150.0,6.6,1.0,79.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,1.5850687993035422,1.5670935398000445,1.5384997213372664,1.4949468125240197,1.3361206296572714
F133,BGG,polyclonal,3.0,150.0,6.6,1.0,108.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,2.67,2.67,2.67,2.46,2.16
F133_syn_1,BGG,polyclonal,3.0,150.0,6.6,1.0,108.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,2.4213319834246256,2.4213319833104765,2.4213264501198304,2.2630864219519498,2.035393856465531
F133_syn_2,BGG,polyclonal,3.0,150.0,6.6,1.0,108.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,2.7987261501611878,2.7987261500486516,2.798718379492571,2.4943318488679798,2.0952556953962858
F134,BGG,polyclonal,3.0,150.0,6.6,1.0,163.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,5.05,5.05,5.05,4.65,4.23
F134_syn_1,BGG,polyclonal,3.0,150.0,6.6,1.0,163.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,5.0245405448618445,5.024540544673584,5.024530457734355,4.720032448193021,4.327082330408734
F134_syn_2,BGG,polyclonal,3.0,150.0,6.6,1.0,163.0,27.5,Acetate,5.0,20.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.9,0.9,5.293998243864576,5.293998243818438,5.293990789379562,4.731331009228381,4.238011002140099
F135,BSA,other,2.0,66.0,4.7,0.3,150.0,27.5,Acetate,5.0,20.0,NaCl,140,Sucrose,0.51,none,0.0,none,0.0,0.85,0.9,5.05,5.05,5.05,4.74,4.11
F135_syn_1,BSA,other,2.0,66.0,4.7,0.3,150.0,27.5,Acetate,5.0,20.0,NaCl,140,Sucrose,0.51,none,0.0,none,0.0,0.85,0.9,4.965625664231784,4.965625663426796,4.965607991788,4.692242927175343,4.040017802176564
F135_syn_2,BSA,other,2.0,66.0,4.7,0.3,150.0,27.5,Acetate,5.0,20.0,NaCl,140,Sucrose,0.51,none,0.0,none,0.0,0.85,0.9,4.716665606593104,4.716665605784024,4.716655784682647,4.629284038703997,4.389548808939593
F136,BSA,other,2.0,66.0,4.7,0.3,94.0,27.5,Acetate,5.0,20.0,NaCl,140,Sucrose,0.978,none,0.0,none,0.0,0.85,0.9,6.7,6.7,6.7,6.15,5.59
F136_syn_1,BSA,other,2.0,66.0,4.7,0.3,94.0,27.5,Acetate,5.0,20.0,NaCl,140,Sucrose,0.978,none,0.0,none,0.0,0.85,0.9,6.794229113832184,6.7942291137708235,6.794221099368567,6.226606053796446,5.554202202359133
F136_syn_2,BSA,other,2.0,66.0,4.7,0.3,94.0,27.5,Acetate,5.0,20.0,NaCl,140,Sucrose,0.978,none,0.0,none,0.0,0.85,0.9,7.456107495133911,7.456107495006474,7.456092416478241,6.45993518252164,5.2005909120162945
F137,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,171.0,27.5,Acetate,5.0,20.0,NaCl,140,Sucrose,0.488,none,0.0,none,0.0,0.9,0.9,10.97,10.11,9.46,6.54,4.17
F137_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,171.0,27.5,Acetate,5.0,20.0,NaCl,140,Sucrose,0.488,none,0.0,none,0.0,0.9,0.9,10.617785972490516,10.338348674360807,9.18748039268597,6.692311701654862,4.268938388952546
F137_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,171.0,27.5,Acetate,5.0,20.0,NaCl,140,Sucrose,0.488,none,0.0,none,0.0,0.9,0.9,11.099677495212296,10.822342027780454,9.522092429976587,6.5178832105308135,3.8963625922424447
F138,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,111.0,27.5,Acetate,5.0,20.0,NaCl,140,Sucrose,0.986,none,0.0,none,0.0,0.9,0.9,11.02,10.11,9.19,6.88,5.75
F138_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,111.0,27.5,Acetate,5.0,20.0,NaCl,140,Sucrose,0.986,none,0.0,none,0.0,0.9,0.9,11.267096416891835,10.800471254632196,9.21729197356165,6.966906268617429,5.608846748006632
F138_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,111.0,27.5,Acetate,5.0,20.0,NaCl,140,Sucrose,0.986,none,0.0,none,0.0,0.9,0.9,10.46018089230409,10.121142598600475,8.891313959834363,7.086256844273488,6.041749191593266
F139,BGG,polyclonal,3.0,150.0,6.6,1.0,159.0,27.5,Acetate,5.0,20.0,NaCl,140,Sucrose,0.476,none,0.0,none,0.0,0.9,0.9,9.65,9.65,9.65,6.71,4.65
F139_syn_1,BGG,polyclonal,3.0,150.0,6.6,1.0,159.0,27.5,Acetate,5.0,20.0,NaCl,140,Sucrose,0.476,none,0.0,none,0.0,0.9,0.9,9.545325062548295,9.54532506215128,9.545281904768224,7.169653664778556,4.732618750725073
F139_syn_2,BGG,polyclonal,3.0,150.0,6.6,1.0,159.0,27.5,Acetate,5.0,20.0,NaCl,140,Sucrose,0.476,none,0.0,none,0.0,0.9,0.9,9.674187357576349,9.674187354572272,9.67404053626581,6.800187838686842,4.880198404227127
F140,BGG,polyclonal,3.0,150.0,6.6,1.0,97.0,27.5,Acetate,5.0,20.0,NaCl,140,Sucrose,1.0,none,0.0,none,0.0,0.9,0.9,12.31,10.11,10.11,7.55,6.24
F140_syn_1,BGG,polyclonal,3.0,150.0,6.6,1.0,97.0,27.5,Acetate,5.0,20.0,NaCl,140,Sucrose,1.0,none,0.0,none,0.0,0.9,0.9,12.436946369099402,10.900805641983624,9.435881690532145,8.14781845320944,6.16047548699887
F140_syn_2,BGG,polyclonal,3.0,150.0,6.6,1.0,97.0,27.5,Acetate,5.0,20.0,NaCl,140,Sucrose,1.0,none,0.0,none,0.0,0.9,0.9,12.432492313105488,10.907355669340664,9.456102559741943,8.196066315246668,6.317540942217309
F141,BGG,polyclonal,3.0,150.0,6.6,1.0,181.0,27.5,Acetate,5.0,20.0,NaCl,140,Sucrose,0.1,none,0.0,none,0.0,0.9,0.9,15.62,15.62,13.78,8.64,4.14
