ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000,_conc_bin
433,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,25.0,Histidine,6.0,15.0,NaCl,140.0,Sucrose,0.4,none,0.0,Arginine,250.0,1.3,1.1,7.25,6.25,5.63,4.72,3.2,
434,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.4,none,0.0,Proline,75.0,1.3,1.1,6.38,5.13,4.5,3.68,2.2,
435,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.4,none,0.0,Proline,250.0,1.3,1.1,4.63,3.5,3.0,2.3,1.9,
436,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,25.0,Histidine,6.0,15.0,NaCl,140.0,Sucrose,0.4,none,0.0,Proline,250.0,1.3,1.1,7.0,5.5,4.63,3.57,2.0,
437,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,99.0,25.0,Histidine,6.0,15.0,NaCl,140.0,Sucrose,0.4,none,0.0,Proline,250.0,1.3,1.1,5.13,4.0,3.5,2.88,2.0,
438,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.4,tween-80,0.05,none,0.0,1.3,1.1,7.25,6.5,6.13,5.18,3.8,
439,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,135.0,25.0,Histidine,6.0,15.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.3,1.1,7.75,6.88,6.0,4.83,2.8,
440,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Arginine,25.0,1.3,1.1,9.5,7.5,6.25,4.83,2.4,
441,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Arginine,100.0,1.3,1.1,6.0,5.63,5.25,4.6,3.6,
442,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,135.0,25.0,Histidine,6.0,15.0,NaCl,140.0,none,0.0,none,0.0,Arginine,100.0,1.3,1.1,6.88,6.0,5.63,4.83,3.7,
443,none,,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
444,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,10.31,8.75,7.88,7.25,1.35,
445,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.0,1.0,7.5,6.38,5.75,4.83,3.0,
446,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.4,none,0.0,none,0.0,1.0,1.0,8.38,8.38,8.38,7.71,1.4,
447,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,tween-80,0.05,none,0.0,1.0,1.0,8.13,7.38,7.38,6.79,2.7,
448,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Arginine,25.0,1.0,1.0,11.38,8.75,7.63,6.1,3.6,
449,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Arginine,100.0,1.0,1.0,5.13,4.25,4.0,3.45,2.6,
450,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,NaCl,140.0,none,0.0,none,0.0,Arginine,100.0,1.0,1.0,9.25,6.5,5.63,4.49,2.6,
451,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.4,none,0.0,Arginine,100.0,1.0,1.0,4.0,3.88,3.88,3.57,2.2,
452,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Arginine,250.0,1.0,1.0,3.75,3.75,3.75,3.45,3.45,
453,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,tween-80,0.05,Arginine,100.0,1.0,1.0,3.88,3.5,3.38,2.99,2.6,
454,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,25.0,1.0,1.0,3.63,3.63,3.63,3.34,2.3,
455,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,100.0,1.0,1.0,5.75,5.75,5.75,5.29,2.6,
456,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,NaCl,140.0,none,0.0,none,0.0,Lysine,100.0,1.0,1.0,6.63,5.25,4.5,3.68,2.2,
457,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.4,none,0.0,Lysine,100.0,1.0,1.0,6.38,5.38,4.75,3.91,2.6,
458,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,tween-80,0.05,Lysine,100.0,1.0,1.0,5.25,5.0,5.0,5.0,5.0,
459,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,250.0,1.0,1.0,2.5,2.13,2.0,1.73,1.5,
460,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,25.0,1.0,1.0,4.88,4.88,4.75,4.37,3.8,
461,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,100.0,1.0,1.0,5.63,4.25,3.88,3.34,2.4,
462,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,250.0,1.0,1.0,3.5,2.63,2.13,1.73,1.5,
463,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,240.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,16.25,11.0,9.63,7.71,4.6,
464,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,145.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,4.5,4.25,4.25,4.25,4.25,
465,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,80.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,4.13,2.88,2.5,2.07,1.3,
466,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,100.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,3.38,3.25,3.13,2.76,2.3,
467,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,100.0,25.0,Histidine,6.0,15.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.5,1.5,1.5,1.5,1.5,
468,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,100.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.4,none,0.0,none,0.0,1.5,1.3,2.88,2.38,1.88,1.38,1.0,
469,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,100.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,tween-80,0.05,none,0.0,1.5,1.3,2.63,2.63,2.5,2.19,1.9,
470,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,100.0,25.0,Histidine,6.0,15.0,NaCl,140.0,Sucrose,0.4,none,0.0,none,0.0,1.5,1.3,3.13,2.38,2.13,1.84,1.3,
471,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,145.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Arginine,100.0,1.5,1.3,8.0,5.38,4.88,4.03,2.7,
472,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,145.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Arginine,200.0,1.5,1.3,6.25,5.25,5.0,4.49,3.7,
473,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,276.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,12.88,10.63,9.88,8.4,6.1,
474,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,138.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,3.13,2.5,2.5,2.5,2.5,
475,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,69.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.38,1.25,1.25,1.13,1.0,
476,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,150.0,25.0,Acetate,5.0,20.0,NaCl,175.0,none,0.0,none,0.0,none,0.0,1.5,1.3,3.38,3.13,3.13,2.88,2.5,
477,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,150.0,25.0,Acetate,5.0,20.0,none,0.0,Sucrose,0.5,none,0.0,none,0.0,1.5,1.3,9.5,7.63,7.0,5.98,4.3,
478,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,150.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,tween-80,0.0625,none,0.0,1.5,1.3,4.25,3.88,3.75,3.34,2.8,
479,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,150.0,25.0,Acetate,5.0,20.0,NaCl,175.0,Sucrose,0.5,none,0.0,none,0.0,1.5,1.3,13.13,9.25,8.25,6.67,4.0,
480,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,150.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,5.25,4.75,4.63,4.26,3.7,
481,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,50.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,2.0,2.0,1.63,1.5,1.4,
482,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,50.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.4,none,0.0,none,0.0,1.5,1.3,2.38,1.88,1.75,1.5,1.3,
483,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,50.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.8,none,0.0,none,0.0,1.5,1.3,1.5,1.5,1.38,1.27,1.2,
484,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,150.0,25.0,Histidine,6.0,15.0,NaCl,140.0,Sucrose,0.8,none,0.0,none,0.0,1.5,1.3,4.25,3.75,3.63,3.22,2.7,
485,Vudalimab,Bispecific,5.0,152.0,8.1,0.3,150.0,25.0,Histidine,6.0,15.0,none,0.0,Sucrose,0.4,none,0.0,none,0.0,1.5,1.3,3.63,3.63,3.63,3.34,2.5,
486,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,12.0,25.75,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.48,1.48,1.42992162383138,1.3209192384736852,1.05,
487,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,53.0,25.25,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Arginine,5.0,1.3,1.1,2.91,2.761467213372999,2.543790025335465,2.393708266764341,2.17,
488,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,82.0,25.68,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Arginine,25.0,1.3,1.1,3.04,3.0186446145934664,2.7501273993667743,2.512858220029287,2.0,
489,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,69.0,26.04,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Arginine,25.0,1.3,1.1,2.57,2.470900147732846,2.3779344387421952,2.3196476249520104,2.21,
490,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,119.0,26.14,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,125.0,1.3,1.1,3.27,3.213736226723729,2.953627106930759,2.5954413689699103,1.78,
491,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,148.0,25.69,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,25.0,1.3,1.1,2.96,2.737572288520089,2.27857542117122,1.9586604357601929,1.41,
492,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,335.0,25.21,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,108.62763247668865,110.48915866313888,113.44864108990168,112.93919802120152,28.59806775862293,
493,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,168.0,25.25,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,4.52,4.608759799705657,4.520119365178778,4.014935817598745,1.86,
494,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,55.0,25.64,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.72,1.72,1.4334819052941308,1.3096125718659462,1.13,
495,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,122.0,24.47,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.99,3.0040753434604546,2.799297614243684,2.856481326582219,1.8,
496,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,26.0,26.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.04,1.04,1.0155001997063864,1.0116806923245345,1.012889038023482,
497,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,321.0,26.03,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.3,1.1,64.4,52.090734368908855,43.026137652974505,34.23232435878468,15.155465680842164,
498,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,172.0,25.77,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.3,1.1,4.95,4.871529928156416,4.869452318610989,4.848882223507466,3.281140481883721,
499,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,99.0,25.85,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.37,2.3923585037181443,2.260401894,2.0098135783722286,1.45,
500,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,25.0,25.73,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.31,1.31,1.3255091615326768,1.3410183230653536,1.25,
501,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,51.0,25.72,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.52,1.52,1.3030148135792754,1.2424562535130548,1.251822888673494,
502,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,240.0,25.29,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,26.91,23.17895406,21.294294701937304,17.06656418528116,6.072965624060352,
503,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,215.0,25.29,Histidine,6.0,15.0,NaCl,70.0,Sucrose,0.2,tween-80,0.05,Lysine,25.0,1.3,1.1,23.2,19.6,16.4,13.4,6.7,
504,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,189.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Arginine,21.0,1.3,1.1,12.4,12.1,12.433204141630922,12.6,5.0,
511,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,83.0,25.001,Histidine,6.0,15.0,none,0.0,Sucrose,0.25,none,0.0,none,0.0,0.9,0.9,4.15,4.241726808503929,4.224562944902968,3.8919067922752015,1.72,
510,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,242.0,25.655,Histidine,6.0,15.0,none,0.0,Sucrose,0.25,none,0.0,none,0.0,0.9,0.9,29.38,30.34088903295536,31.301778065910717,28.06995509686825,6.111796504318651,
506,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,187.0,25.216363636363635,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,12.52,10.321785009980417,10.723818589982448,11.125852169984476,2.7313683010081693,
508,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,51.0,25.475,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,1.72,1.72,1.4183669622711517,1.4410542584139543,1.14,
515,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,159.0,25.251,Histidine,6.0,15.0,none,0.0,none,0.0,tween-80,0.05,none,0.0,0.9,0.9,6.71,5.691395576632083,5.425949696535762,5.426417598201115,3.00470612918506,
517,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,296.0,25.568571428571428,Histidine,6.0,15.0,none,0.0,none,0.0,tween-80,0.05,none,0.0,0.9,0.9,88.57646767469906,78.772050896506,72.44930075569195,65.02211788951377,18.94786898775565,
514,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,55.0,25.722727272727276,Histidine,6.0,15.0,none,0.0,Sucrose,0.5,none,0.0,none,0.0,0.9,0.9,5.25,5.132474531519482,5.29679914324673,5.461123754973978,2.16,
518,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,63.0,25.244,Histidine,6.0,15.0,none,0.0,none,0.0,tween-80,0.05,none,0.0,0.9,0.9,1.82,1.82,1.5960672785417862,1.604774931875364,1.6105121914967662,
509,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,172.0,24.80181818181818,Histidine,6.0,15.0,none,0.0,Sucrose,0.25,none,0.0,none,0.0,0.9,0.9,14.6,11.911294294387185,12.311684208098823,12.666615154277906,3.2894519705939445,
512,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,169.0,25.24636363636364,Histidine,6.0,15.0,none,0.0,Sucrose,0.5,none,0.0,none,0.0,0.9,0.9,14.13,14.773708753852125,15.417417507704249,16.061126261556375,4.075273287044114,
505,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,122.0,25.380000000000003,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,3.1,3.090004176425829,3.1703124375952543,3.250620698764679,1.79,
516,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,213.0,25.50111111111111,Histidine,6.0,15.0,none,0.0,none,0.0,tween-80,0.05,none,0.0,0.9,0.9,20.23,20.728437778133426,16.56236264609049,16.339430136328815,4.712363191521079,
507,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,246.0,25.0775,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,61.0,63.08708953794008,65.17417907588015,58.68797105586572,10.463958633272128,
513,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,207.0,24.963,Histidine,6.0,15.0,none,0.0,Sucrose,0.5,none,0.0,none,0.0,0.9,0.9,32.91703110346997,33.17984165373529,31.087439816165663,29.22844459852041,6.9844521999087785,
630,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,206.0,25.352,Histidine,6.0,15.0,NaCl,70.0,Sucrose,0.2,tween-80,0.05,none,0.0,1.0,1.0,36.409639311346425,38.00580243930652,39.60196556726662,40.86606349338408,6.360255266991149,
631,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,206.0,25.32333333333333,Histidine,6.0,15.0,NaCl,70.0,Sucrose,0.2,tween-80,0.05,none,0.0,1.0,1.0,52.19857144459378,52.12424942979692,53.14314424266189,47.45329065859241,8.137937880920497,
7_cb1_s1,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,92.56450526007453,28.368567048529066,PBS,7.4,10.153486945830581,NaCl,138.68547171938212,none,0.0,none,0.0,none,0.0,0.9,0.9,2.4763595167131207,2.4763595167131207,2.476359427133063,2.241780562653856,1.992544525250713,1.0
24_cb1_s2,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,119.72220377536767,27.190741858917466,PBS,7.4,9.797433775933115,NaCl,140.87989253126676,none,0.0,tween-20,0.08836555666406182,none,0.0,0.9,0.9,3.0386677107496802,3.0386677107496802,3.038667498553502,2.7245149068198775,2.5640699434968557,1.0
26_cb1_s3,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,93.96567282340216,27.561007424340424,PBS,7.4,9.76980128451554,NaCl,141.0519544513679,Sucrose,0.454474124052747,none,0.0,none,0.0,0.9,0.9,3.630327028638833,3.233833957359553,2.7946480971517085,2.3744808362265006,1.7876726784111014,1.0
49_cb1_s4,BGG,Polyclonal,3.0,150.0,6.6,1.0,86.39832635057542,26.82853599251594,PBS,7.4,10.041772719000953,NaCl,134.51292365313662,Sucrose,0.2141559813848469,none,0.0,none,0.0,0.9,0.9,3.4039660511659386,3.355714178043689,3.355714178043689,3.148042662340232,2.809750760265839,1.0
52_cb1_s5,BGG,Polyclonal,3.0,150.0,6.6,1.0,83.16581330851024,27.10408568538291,PBS,7.4,9.907872245808043,NaCl,142.959942233413,none,0.0,tween-20,0.06282883562538144,none,0.0,0.9,0.9,2.756182108333238,2.756182108333237,2.7561817442653,2.4449828037702854,2.0423663684652262,1.0
53_cb1_s6,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,88.181567174873,28.012204065513906,PBS,7.4,9.832156495355472,NaCl,139.1342053476166,none,0.0,tween-80,0.0030198758058842135,none,0.0,0.9,0.9,2.332704451181425,2.332704451181425,2.332704451181425,2.03554568858854,1.799996142823304,1.0
86_cb1_s7,BGG,Polyclonal,3.0,150.0,6.6,1.0,78.25128976648706,28.24593201571395,PBS,7.4,9.985597975683934,NaCl,142.80989211409766,Trehalose,1.0072327205009526,none,0.0,none,0.0,0.9,0.9,6.014212199241906,5.624505683100759,5.624505683100759,5.464383171848629,5.39449410929698,1.0
92_cb1_s8,BGG,Polyclonal,3.0,150.0,6.6,1.0,82.44164351888385,27.952046377406376,Histidine,6.0,100.17409413647633,NaCl,139.16277941869558,none,0.0,none,0.0,none,0.0,0.9,0.9,2.8242617204022697,2.8242617204022697,2.8242614435379187,2.5164278012620636,1.8497576159941858,1.0
97_cb1_s9,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,93.02565198964554,27.055328518408746,Histidine,6.0,98.99648591283092,NaCl,142.56312592956579,none,0.0,none,0.0,none,0.0,0.9,0.9,2.867873269315442,2.867873269315371,2.867872785170597,2.609475764255932,1.6293459837742805,1.0
3_cb2_s1,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,138.03425133714342,27.319785819371226,PBS,7.4,9.921578369373568,NaCl,135.90215814523006,none,0.0,none,0.0,none,0.0,0.9,0.9,4.670171765302927,4.489134603489592,4.489134603489592,3.6964885871688153,2.5199385034045005,2.0
5_cb2_s2,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,140.80536728334638,27.311507015910276,PBS,7.4,9.839544546155675,NaCl,139.54840000733518,Sucrose,0.5040405085681454,none,0.0,none,0.0,0.9,0.9,8.424098365513983,8.410506082316298,8.311957097317118,6.756611701815972,4.309733512083027,2.0
25_cb4_s1,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,188.89977755080196,27.533126615467562,PBS,7.4,10.492648422497057,NaCl,139.46138929861286,none,0.0,tween-20,0.05030154734233361,none,0.0,0.9,0.9,10.034865256760495,9.274262490128908,9.274262490128908,6.806624386485121,3.8173381328645046,4.0
109_cb4_s2,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,198.32607468262924,28.271536871014852,Histidine,6.0,97.19629787441544,NaCl,141.64319986264076,none,0.0,tween-20,0.020876182250323994,none,0.0,0.9,0.9,12.43464576134057,12.433146819390739,12.294407506639045,8.36042940091797,4.863853362911484,4.0
110_cb4_s3,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,202.27699441821636,26.915732957450643,Histidine,6.0,100.94718486127037,NaCl,137.42561214414536,none,0.0,tween-80,0.020619973762007016,none,0.0,0.9,0.9,10.941896661561012,10.599499320554594,9.575193105558725,7.765666193994029,6.182061919098858,4.0
112_cb4_s4,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,216.51614242307187,26.615884220991322,PBS,7.4,10.03692677170646,NaCl,140.72767182389558,none,0.0,tween-80,0.020312729148710927,none,0.0,0.9,0.9,12.372301343729212,12.372301343729191,12.37221355788482,7.560210806420959,5.941460869474641,4.0
139_cb4_s5,BGG,Polyclonal,3.0,150.0,6.6,1.0,182.25414251837904,27.12598640313183,Acetate,5.0,20.0929014788644,NaCl,140.8206029252363,Sucrose,0.09857129716394727,none,0.0,none,0.0,0.9,0.9,15.04036507508176,15.040364728347074,13.258883738654296,8.386347729047685,4.0440059442890135,4.0
147_cb4_s6,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,205.1798217991195,28.137227568454072,Acetate,5.0,19.671727072659316,NaCl,142.69745316188408,Sucrose,0.100825561853873,none,0.0,none,0.0,0.9,0.9,10.014539909198444,9.392737166501199,8.699402828390447,6.050192228718198,3.2507628176909886,4.0
151_cb4_s7,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,216.41043474615205,27.45759405982224,Histidine,6.0,15.102345592444994,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,11.45122247808483,9.207716594371123,6.536873763442574,3.998745985586042,1.2159217867867138,4.0
152_cb4_s8,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,204.5542563663677,27.844117041270753,Acetate,5.0,19.65713697743349,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,14.499364726471274,14.499364726471214,14.499364241181484,12.742361724136,3.5845611629413114,4.0
153_cb4_s9,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,208.69557514509427,27.034263455062376,Acetate,5.0,19.394061110125655,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,15.137537681608833,15.137537681608794,15.13753677871874,12.293930295776587,3.8559580303336705,4.0
510_cb4_s10,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,243.86493611788757,25.201492749485197,Histidine,6.0,15.046117531783658,none,0.0,Sucrose,0.25029104359223,none,0.0,none,0.0,0.9,0.9,29.934459221674096,29.934459221674075,29.93445894999794,27.602431918731483,6.237157688784572,4.0
243_cb0_s1,BSA,Other,2.0,66.0,4.7,0.3,4.862233063204291,26.98419622804668,PBS,7.4,10.103007053441733,NaCl,141.43860066255417,none,0.0,none,0.0,none,0.0,0.85,0.9,0.9514924896073819,0.9235355569510495,0.8755272815204762,0.8031893270434762,0.6113290367057528,0.0
