ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000,
234.0_p3conc_53.6_i27,BSA,Other,2.0,66.0,4.7,0.3,53.562,27.5,Histidine,6.7,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.6385299357817507,1.5143522927652062,1.5143522927652062,1.5143522927652062,1.3967827611231487,
234.0_p3conc_66.8_i28,BSA,Other,2.0,66.0,4.7,0.3,66.8198,27.5,Histidine,6.7,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.7330903066677652,1.6876583657319189,1.5095810533476675,1.5095810533476675,1.5095810533476675,
234.0_p3conc_70.9_i29,BSA,Other,2.0,66.0,4.7,0.3,70.913,27.5,Histidine,6.7,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,1.8584108523387683,1.8286688586441953,1.6847637622039549,1.6495317097807531,1.6495317097807531,
234.0_p3conc_83.4_i30,BSA,Other,2.0,66.0,4.7,0.3,83.3591,27.5,Histidine,6.7,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,2.0029206791586947,2.0029206791586947,1.9331854282712924,1.9331854282712924,1.9331854282712924,
234.0_p3conc_104.0_i31,BSA,Other,2.0,66.0,4.7,0.3,103.992,27.5,Histidine,6.7,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,2.3660924448071237,2.309677451966956,2.309677451966956,2.2783842499945415,2.1966164670472783,
234.0_p3conc_104.5_i32,BSA,Other,2.0,66.0,4.7,0.3,104.4658,27.5,Histidine,6.7,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,2.6440990229064263,2.4718478737946956,2.3285238219468973,2.3285238219468973,2.2138999254658773,
234.0_p3conc_129.7_i33,BSA,Other,2.0,66.0,4.7,0.3,129.7323,27.5,Histidine,6.7,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,3.4793504188984277,3.0100567163107153,3.0099391019035364,3.0099391019035364,2.6377676462084856,
234.0_p3conc_153.9_i34,BSA,Other,2.0,66.0,4.7,0.3,153.8941,27.5,Histidine,6.7,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,4.042915287324803,4.042915287324803,3.8335946633172693,3.5418614458396194,3.357443053297061,
234.0_p3conc_161.8_i35,BSA,Other,2.0,66.0,4.7,0.3,161.8438,27.5,Histidine,6.7,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,4.6420701957257355,4.482626457152992,3.7020199005122842,3.6261717648963363,3.6261717648963363,
234.0_p3conc_201.9_i36,BSA,Other,2.0,66.0,4.7,0.3,201.9031,27.5,Histidine,6.7,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,6.786860211952379,6.144048562500799,5.7928731972657665,5.307089798379555,4.797893692982663,
234.0_p3conc_226.7_i37,BSA,Other,2.0,66.0,4.7,0.3,226.7091,27.5,Histidine,6.7,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,8.256480539281078,7.922256405777001,6.940128739973536,6.489299472649153,6.045077842503878,
234.0_p3conc_251.9_i38,BSA,Other,2.0,66.0,4.7,0.3,251.8784,27.5,Histidine,6.7,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,10.5375036727087,10.476018815214848,9.354347979155595,9.054102285009588,7.891311486228479,
234.0_p3conc_314.2_i39,BSA,Other,2.0,66.0,4.7,0.3,314.223,27.5,Histidine,6.7,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,18.916230291504974,18.681724503764467,15.989266039936824,15.245827304484875,12.89335620814733,
234.0_p3conc_334.0_i40,BSA,Other,2.0,66.0,4.7,0.3,333.9773,27.5,Histidine,6.7,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,23.288238585468015,22.030926542445776,18.99222506623437,18.500818847810557,16.931067140450537,
234.0_p3conc_414.9_i41,BSA,Other,2.0,66.0,4.7,0.3,414.912,27.5,Histidine,6.7,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,54.64633468617504,48.06912962703186,39.89388387966436,37.35387990360263,34.27811173293966,
234.0_p3conc_426.9_i42,BSA,Other,2.0,66.0,4.7,0.3,426.8654,27.5,Histidine,6.7,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,59.80657770596648,53.88890606891364,44.045882465473035,41.479897261725,38.61832448936035,
234.0_p3conc_439.2_i43,BSA,Other,2.0,66.0,4.7,0.3,439.1633,27.5,Histidine,6.7,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,72.7137413495608,61.13837706736579,46.73133514478911,46.73133514478911,39.68608776559722,
234.0_p3conc_451.8_i44,BSA,Other,2.0,66.0,4.7,0.3,451.8143,27.5,Histidine,6.7,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,73.6700709333116,69.23615168899286,55.29421653647214,48.35625631849465,46.39108962447339,
234.0_p3conc_464.8_i45,BSA,Other,2.0,66.0,4.7,0.3,464.8309,27.5,Histidine,6.7,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,85.60912679962492,75.51061954618974,63.44909921320828,59.43215782689883,52.872276802680936,
234.0_p3conc_478.2_i46,BSA,Other,2.0,66.0,4.7,0.3,478.2225,27.5,Histidine,6.7,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.85,0.9,97.96032571978725,82.49611086655595,73.2207247272205,66.63882338220715,57.60009950638415,
421.0_p3conc_1.4_i0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,1.3968,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,0.9478140264849911,0.9139589058394288,0.91,0.91,0.91,
421.0_p3conc_1.8_i1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,1.7996,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,0.91,0.91,0.91,0.91,0.91,
421.0_p3conc_2.0_i2,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,1.9511,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,0.91,0.91,0.91,0.91,0.91,
421.0_p3conc_2.7_i3,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,2.7253,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,0.9495165622397967,0.9462312522306536,0.91,0.91,0.91,
421.0_p3conc_3.2_i4,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,3.2385,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,0.9556716384332107,0.9312874724728195,0.91,0.91,0.91,
421.0_p3conc_3.8_i5,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,3.8068,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,0.9724591648878824,0.9233412692915298,0.9233412692915298,0.91,0.91,
421.0_p3conc_5.3_i6,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,5.3173,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,0.9919087277823557,0.9109020651792892,0.9109020651792892,0.9109020651792892,0.9109020651792892,
421.0_p3conc_5.8_i7,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,5.828,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,0.9852602694026994,0.9431501551347874,0.9431501551347874,0.9431501551347874,0.91,
421.0_p3conc_7.4_i8,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,7.4273,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.011353662029106,1.011353662029106,1.010624005368102,1.010624005368102,0.9995916513945221,
421.0_p3conc_10.4_i9,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,10.3746,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.1054485584357268,1.081920647794997,1.081920647794997,1.0636682057458737,0.9999179138566368,
421.0_p3conc_10.5_i10,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,10.4881,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.1176908921340132,1.0446907374147847,1.037974040741028,1.0244599305215272,1.0244599305215272,
421.0_p3conc_14.5_i11,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,14.4914,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.2064279217945728,1.1939451234165204,1.1213578524346457,1.1213578524346457,1.0575579634888181,
421.0_p3conc_18.9_i12,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,18.8743,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.2927519551229218,1.2237689168302386,1.2237689168302386,1.2237689168302386,1.0796486846660376,
421.0_p3conc_20.2_i13,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,20.2417,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.35909762101033,1.2240928730739897,1.2240928730739897,1.2240928730739897,1.0910702567121604,
421.0_p3conc_28.3_i14,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,28.274,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.4748754065860756,1.4748754065860756,1.4748754065860756,1.4738852096400836,1.2716278536888161,
421.0_p3conc_34.0_i15,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,33.966,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.8518770601862466,1.6680083621542408,1.577789129251568,1.577789129251568,1.4383777784037202,
421.0_p3conc_39.5_i16,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,39.4935,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.932122963216503,1.8047806305383014,1.8047806305383014,1.7240756915828306,1.461360959352717,
421.0_p3conc_55.2_i17,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.165,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,2.40481276355869,2.40481276355869,2.40481276355869,2.40481276355869,1.6714386660604175,
421.0_p3conc_61.1_i18,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,61.125,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,2.891045198183994,2.8705601427761382,2.7402264800898806,2.7402264800898806,1.8167810086371659,
421.0_p3conc_77.1_i19,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,77.0554,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,3.7138401113230604,3.7138401113230604,3.7138401113230604,3.5358132583885604,2.335586763730961,
421.0_p3conc_119.3_i20,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,119.2603,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,9.469743064691194,8.64161462926276,8.64161462926276,7.254269993247581,3.5367291776101277,
421.0_p3conc_129.3_i21,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,129.3001,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,10.441372442569747,10.441372442569747,10.441372442569747,9.327513162101791,4.042030845530541,
421.0_p3conc_140.2_i22,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,140.1855,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,12.267937512714381,12.267937512714381,12.267937512714381,10.90756239082597,4.757731904825325,
421.0_p3conc_150.3_i23,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,150.3422,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,14.925667597390207,14.925667597390207,14.925667597390207,13.076791910873002,5.205705462743669,
421.0_p3conc_152.0_i24,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,151.9868,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,16.1449456384548,16.1449456384548,16.078960822712897,14.081613007873678,4.8373763555091305,
421.0_p3conc_164.8_i25,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,164.7817,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,20.40045463016862,20.40045463016862,20.40045463016862,18.401338425318862,5.912826599764327,
421.0_p3conc_178.7_i26,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,178.6541,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,28.94060509151593,26.226328419000957,26.226328419000957,22.877748508215173,6.774068035792185,
421.0_p3conc_193.7_i27,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,193.6939,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,36.53837290856442,35.94046588313073,35.94046588313073,28.560563391165676,8.285634351098272,
388.0_p3conc_1.4_i0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,1.3706,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,0.975409331638652,0.9116551645021322,0.9116551645021322,0.91,0.91,
388.0_p3conc_1.9_i1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,1.8784,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,0.91,0.91,0.91,0.91,0.91,
388.0_p3conc_2.2_i2,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,2.2288,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,0.968370515236005,0.9228088522394565,0.91,0.91,0.91,
388.0_p3conc_2.6_i3,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,2.5745,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,0.9865680339930981,0.9865680339930981,0.91,0.91,0.91,
388.0_p3conc_3.5_i4,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,3.5284,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,0.9985373646051895,0.9724557861074455,0.91,0.91,0.91,
388.0_p3conc_4.8_i5,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,4.8359,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,0.9629288152005969,0.9629288152005969,0.9629288152005969,0.9629288152005969,0.9629288152005969,
388.0_p3conc_5.0_i6,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,4.9676,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,0.9176179218665921,0.91,0.91,0.91,0.91,
388.0_p3conc_6.6_i7,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,6.6279,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,0.9268233733551892,0.9268233733551892,0.9268233733551892,0.9268233733551892,0.9268233733551892,
388.0_p3conc_9.1_i8,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,9.0839,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.1258632508107618,0.9968096129241505,0.9968096129241505,0.9968096129241505,0.9968096129241505,
388.0_p3conc_11.1_i9,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,11.0718,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.060273928579535,1.060273928579535,1.060273928579535,1.0326623716837415,1.0326623716837415,
388.0_p3conc_12.4_i10,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,12.4499,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.0955544564580453,1.0955544564580453,1.0491305944688276,1.0491305944688276,1.0491305944688276,
388.0_p3conc_17.1_i11,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,17.0633,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.2008489932212958,1.2008489932212958,1.2008489932212958,1.169904247716584,1.1332716801192042,
388.0_p3conc_23.4_i12,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,23.3861,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.3548504235822598,1.3548504235822598,1.228753818613748,1.228753818613748,1.1379272439509358,
388.0_p3conc_24.7_i13,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,24.6769,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.449336924540536,1.3626576147054903,1.354368732313223,1.354368732313223,1.263452624317769,
388.0_p3conc_32.1_i14,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,32.0518,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.472403462428444,1.472403462428444,1.472403462428444,1.3657062507373898,1.3215010357377897,
388.0_p3conc_43.9_i15,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,43.9288,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.8858075061006907,1.8858075061006907,1.7763295396227026,1.7763295396227026,1.585202682235015,
388.0_p3conc_60.2_i16,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,60.2067,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,2.5194519123991856,2.5194519123991856,2.425456482814276,2.348970967576463,1.936240976345706,
388.0_p3conc_62.6_i17,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,62.605,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,2.5148251755477222,2.5148251755477222,2.5148251755477222,2.4692198109695798,2.1200245411609644,
388.0_p3conc_71.3_i18,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,71.2615,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,2.968792007261153,2.825140100693081,2.825140100693081,2.825140100693081,2.4420532690316694,
388.0_p3conc_81.1_i19,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,81.115,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,3.546139006699008,3.414906267985025,3.414906267985025,2.9531730442272623,2.5736360426316724,
388.0_p3conc_82.5_i20,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,82.5163,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,3.9722332908281297,3.665117776913753,3.665117776913753,3.475415852499648,2.5855187675836344,
388.0_p3conc_92.3_i21,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,92.3309,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,4.795355664527477,4.785772862304754,4.339982394664653,3.704252673681096,3.0913615024694883,
388.0_p3conc_105.1_i22,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,105.0976,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,5.350113233972645,5.1544504415714165,5.1544504415714165,4.913784774962352,3.5612875576737633,
388.0_p3conc_113.1_i23,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,113.0931,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,5.884097648278653,5.884097648278653,5.884097648278653,5.146039902216031,3.8632221481994033,
388.0_p3conc_119.6_i24,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,119.6297,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,7.313426108289435,7.216808828123462,7.216808828123462,5.573376997796495,4.206504716498624,
388.0_p3conc_136.2_i25,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,136.1714,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,9.598763514802132,9.462311152025574,9.462311152025574,7.706445613279079,5.773181458759398,
387.0_p3conc_1.4_i0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,1.3785,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,0.9404441860691017,0.9404441860691017,0.91,0.91,0.91,
387.0_p3conc_1.9_i1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,1.9002,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,0.9990894781790284,0.9592450368663242,0.924020031871631,0.924020031871631,0.91,
387.0_p3conc_2.0_i2,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,2.0301,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,0.91,0.91,0.91,0.91,0.91,
387.0_p3conc_2.6_i3,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,2.6194,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,0.9669357653067716,0.91,0.91,0.91,0.91,
387.0_p3conc_3.6_i4,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,3.6109,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.0553472323070958,0.9727612418757715,0.9727612418757715,0.91,0.91,
387.0_p3conc_4.1_i5,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,4.1213,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,0.9637637098720755,0.9637637098720755,0.9453925771921404,0.9453925771921404,0.9384461075240367,
387.0_p3conc_5.0_i6,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,4.9775,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,0.9821694524910799,0.9821694524910799,0.9725381743899499,0.9611411034465083,0.91,
387.0_p3conc_6.9_i7,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,6.8615,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.0189401719594553,1.0081111216204346,1.0064406026118338,1.0064406026118338,0.9939822973264766,
387.0_p3conc_8.4_i8,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,8.3666,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.0755600826640592,1.0755600826640592,1.0755600826640592,1.0304125663599562,0.9580994417542675,
387.0_p3conc_9.5_i9,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,9.4585,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.1048896301756705,1.1048896301756705,1.1048896301756705,1.1048896301756705,0.964997087836426,
387.0_p3conc_13.0_i10,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,13.0384,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.1696159015080145,1.1696159015080145,1.1696159015080145,1.1696159015080145,1.0219911831857769,
387.0_p3conc_17.0_i11,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,16.985,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.2061638501122978,1.2061638501122978,1.2061638501122978,1.2061638501122978,1.0131988293002934,
387.0_p3conc_18.0_i12,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,17.9733,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.3076581226388329,1.3076581226388329,1.2375942714443307,1.2375942714443307,1.057695405539199,
387.0_p3conc_24.8_i13,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,24.776,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.597728842552683,1.4712340381088445,1.4381967510712588,1.3903186134917849,1.1460766406875087,
387.0_p3conc_34.2_i14,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,34.1534,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.80749953142859,1.80749953142859,1.80749953142859,1.679062363133487,1.259080423921591,
387.0_p3conc_34.5_i15,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,34.4812,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.712722035001514,1.712722035001514,1.712722035001514,1.712722035001514,1.2133657409322915,
387.0_p3conc_47.1_i16,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,47.0801,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,2.228012107005717,2.228012107005717,2.228012107005717,2.0576971985644255,1.3374504691560527,
387.0_p3conc_64.9_i17,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,64.8993,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,3.794856746270517,3.773372320494827,3.1528137534738123,2.9458348765448465,1.8478129133822967,
387.0_p3conc_78.2_i18,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,78.2108,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,4.588928072804801,4.585854349456585,4.585854349456585,3.6655743630126447,1.804793981283672,
387.0_p3conc_87.4_i19,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,87.3848,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,5.982797015399229,5.235939068976734,5.235939068976734,4.773663475564981,1.999329993804181,
387.0_p3conc_89.5_i20,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,89.4629,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,5.70868806948004,5.70868806948004,5.70868806948004,4.630884243428491,2.306087043064564,
387.0_p3conc_97.6_i21,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,97.6349,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,7.490844557220692,7.174326288252141,6.798245847398404,5.446999112672726,2.396859173215603,
387.0_p3conc_109.1_i22,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,109.087,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,8.959053915575769,8.959053915575769,8.422452398925673,6.421199185082561,2.6711508373910156,
387.0_p3conc_121.9_i23,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,121.8827,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,11.593924775557175,11.521801642462467,10.932015332159121,8.7475686618213,2.9988893767707623,
